name,city,state,country,employees,founded,description
CBRE France,Paris,,France,501-1000 Employees,1969,"CBRE is a global leader in commercial real estate services, offering a comprehensive range of solutions that support business strategies. Their expertise includes site selection, acquisition and sales advisory, investment consulting, and property management, helping clients make informed real estate decisions."
Bridge Commercial Real Estate,Atlanta,,United States,1001-5000 Employees,2012,"Bridge Commercial Real Estate is a fully integrated platform that specializes in creating next-generation workspaces, highlighting its focus on the evolving needs of commercial office environments. Their services encompass brokerage, property management, and commercial construction, positioning them as a key player in the commercial real estate sector."
CBRE Argentina,Buenos Aires,,Argentina,10001+ Employees,1906,"CBRE is a global leader in commercial real estate services and investment, offering integrated, data-led services that provide actionable insights to support informed business decisions. With a vast network of professionals, CBRE unlocks the value in real estate, driving progress for a sustainable future."
CBRE Vietnam,Ho Chi Minh City,,Vietnam,1001-5000 Employees,2003,"CBRE Group, Inc. is the world's largest commercial real estate services and investment firm, providing a wide range of data-driven services such as property management, leasing, and investment management. With a global presence and a strong focus on client satisfaction, CBRE offers customizable solutions that cater to diverse business strategies in the commercial real estate sector."
Luis G Méndez Trillo,Mexico,,Mexico,251-500 Employees,2011,"The company, Coldwell Banker Commercial Mexico, specializes in commercial real estate, particularly in office spaces and industrial properties. With extensive experience and a significant track record in transactions and asset sales, it is a key player in the sector."
Berkadia Commercial Mortgage,New York,,United States,1001-5000 Employees,2009,"Berkadia is a prominent player in the commercial real estate sector, offering a wide range of services such as investment sales, mortgage banking, and loan servicing. Their expertise extends across various property types, ensuring comprehensive support for clients throughout the lifecycle of their assets."
Irvine Company Office,Irvine,,United States,1001-5000 Employees,1864,"The company specializes in commercial real estate and property management, owning over 150 Vibrant Workplace Communities® that provide flexible office solutions and enhanced amenities in prime locations. Their focus on creating inspiring workplaces is designed to boost productivity and well-being for teams."
Intero Commercial,Pleasant Hill,,United States,11-50 Employees,2003,"Intero Commercial is a specialized brokerage in commercial real estate, focusing on the East Bay region of Northern California. They provide a variety of services, including industrial, land, investment, and office transactions, backed by a team with extensive experience."
Enterprise Real Estate,Egypt,,Egypt,251-500 Employees,,"The company specializes in real estate solutions, offering a comprehensive platform for finding and comparing various commercial real estate projects. Their services include facilitating the buying and selling of properties and providing a centralized location for all real estate listings."
Metro Commercial Real Estate,Mount Laurel Township,,United States,51-100 Employees,1987,"Metro Commercial is a prominent player in the commercial real estate sector, specializing in retail brokerage and offering a wide range of services such as tenant representation, shopping center leasing, and property management. With a portfolio of over 430 properties, the company is well-equipped to meet the needs of regional, national, and international tenants."
