name,city,state,country,employees,founded,description
Strategic Coach,Canada,,Canada,101-250 Employees,1988,"Strategic Coach Inc. specializes in entrepreneurial coaching, offering tailored workshop programs that enhance business development and personal growth for entrepreneurs. With over 30 years of experience, they have supported more than 20,000 business owners in accelerating their results through practical tools and training in areas like small business coaching and team development."
Action Coach Peter De lange,Johannesburg,,South Africa,1-10 Employees,2018,"The company specializes in business coaching, providing a personalized approach that empowers individuals and leaders to achieve significant growth and success through tailored insights and strategic guidance."
Peoplein Business,Athens,,Greece,1-10 Employees,,"The company, ""People in Business,"" specializes in Results Based Business Coaching, offering targeted online coaching for small to medium businesses, sales teams, leaders, and entrepreneurs. Their approach focuses on fostering sustainable growth through personalized training in strategic thinking, productivity, sales growth, and decision-making, utilizing their unique 3 Pillar Coaching Method."
Broad Insights,Greenville,,United States,11-50 Employees,2012,"The company specializes in business coaching and consulting, offering services like executive coaching and leadership workshops designed to help business leaders enhance their effectiveness and drive growth. Their experienced coaches provide valuable insights and actionable plans for those looking to advance in their careers."
Transformative Business Coaching,Pittsburgh,,United States,1-10 Employees,2018,"The company provides specialized business coaching and training services aimed at enhancing the skills of entrepreneurs and sales professionals. With a focus on business development and negotiation, it empowers clients to achieve their goals and build successful futures."
ActionCOACHSpain,Alicante,,Spain,51-100 Employees,1993,"The company, an internationally awarded franchise specializing in Business Coaching, boasts over 30 years of experience and a proven methodology tailored for Small and Medium Business owners. Its services focus on management coaching and professional development, aimed at enhancing time availability and increasing income generation."
bettercoach,Berlin,,Germany,11-50 Employees,2016,"The company specializes in professional training and coaching, offering customized programs that include one-on-one and team coaching, workshops, and change consulting. With a global network of over 1,000 certified coaches, they ensure tailored support that aligns with the specific needs of organizations and their teams."
ActionCOACH | Salisbury,Salisbury,,United Kingdom,1001-5000 Employees,1985,"ActionCOACH is a leading business coaching firm that offers personalized coaching services aimed at enhancing business growth, productivity, and profit. With over 25 years of experience, they provide tailored strategies and accountability for business owners and their teams across various sectors."
CEO Coaching International,Newport Beach,,United States,11-50 Employees,2008,"CEO Coaching International specializes in executive coaching and strategic planning for CEOs and entrepreneurs, utilizing the Make BIG Happen System to drive significant business growth. With a proven methodology and a team of experienced coaches, the company has successfully guided over 1000 leaders in enhancing their leadership skills and achieving impressive financial results."
Leadership Coach Group,Washington,,United States,11-50 Employees,2020,"The Leadership Coach Group specializes in executive and leadership coaching, offering a variety of services that include 360-degree assessments and leadership training. Their science-based methodologies and industry-leading diagnostic tools are designed to empower leaders and enhance team performance."
