name,city,state,country,employees,founded,description
OSCAR Pet Foods Ltd,South Ribble,,United Kingdom,11-50 Employees,1994,"The company offers a variety of dog food options, including 16 recipes that cater to different life stages and dietary needs, such as grain-free and weight control formulas."
LIVIN' WILD 野宴,Te Puke,,New Zealand,11-50 Employees,,"LIVIN’ WILD is dedicated to providing pets with wholesome, clean, and natural food that reflects their wild ancestry, ensuring they remain healthy and in great shape."
iFood,Itaí,,Brazil,1001-5000 Employees,2011,"iFood is a prominent foodtech company in Latin America that specializes in food delivery services, connecting customers with a diverse range of restaurants."
Special Dog Company,Santa Cruz do Rio Pardo,,Brazil,1001-5000 Employees,2001,"Special Dog Company is a Brazilian manufacturer that specializes in high-quality pet food for dogs and cats of all sizes and life stages. With a commitment to sustainability, the company serves over 4 million pets across Brazil and 13 other countries."
Fooda,Chicago,,United States,251-500 Employees,2011,"Fooda is a food service company that connects employees with local food options, enhancing workplace morale and productivity through diverse culinary offerings."
RobinFood,Bogota Capital District - Municipality,,Colombia,501-1000 Employees,,"RobinFood, a prominent cloud restaurant company in Latin America, is dedicated to providing good and affordable food. Their commitment to sustainability and innovative dining experiences aligns with their mission to make quality food accessible to everyone in the region."
Foodpanda,Berlin,,Germany,1001-5000 Employees,2012,"foodpanda, a subsidiary of Delivery Hero, is a prominent food and grocery delivery platform operating in over 400 cities across Asia. With a commitment to convenience and quick delivery, foodpanda ensures that customers can easily access their favorite meals and groceries."
Food+ by Compass,Borough of Runnymede,,United Kingdom,5001-10000 Employees,,"Food+ by Compass is a service provider that emphasizes sustainable food practices and offers a diverse range of culinary experiences. Although the text does not specifically mention dog food, the company's commitment to innovative and wellness-focused options may reflect a broader dedication to quality food offerings."
Dot Foods,Mount Sterling,,United States,5001-10000 Employees,1960,"Dot Foods specializes in logistics and supply chain management within the food sector, offering a wide selection of name-brand meat substitutes and plant-based products, making them a valuable resource for those interested in dog food alternatives."
Pet Food Experts,Pawtucket,,United States,251-500 Employees,1989,"Pet Food Experts is a dedicated distributor of over 150 specialty pet food brands, emphasizing their commitment to supporting independent pet retailers. Their extensive experience and innovative approach position them as key players in the pet food industry."
