name,city,state,country,employees,founded,description
Mindpath Health,Denver,,United States,1001-5000 Employees,1994,"Mindpath Health is a prominent provider of outpatient behavioral health services, offering psychiatry and therapy to individuals of all ages. Their clinician-led approach focuses on increasing access to quality mental health care, combining compassionate support with a commitment to positive clinical outcomes."
Thriveworks,Lynchburg,,United States,1001-5000 Employees,2008,"Thriveworks specializes in high-quality mental health care, offering therapy and psychiatry for issues like depression, anxiety, and trauma. With licensed clinicians providing both in-person and online services, they ensure accessible and effective care, often covered by insurance."
The Institute for Family Health,New York,,United States,1001-5000 Employees,1983,"The Institute for Family Health offers a range of services, including mental health care, highlighting its commitment to providing high-quality, affordable healthcare for all. Their focus on improving access to care for underserved communities underscores their dedication to enhancing overall health and well-being."
Los Angeles County Department of Mental Health,Los Angeles,,United States,5001-10000 Employees,,"The Los Angeles County Department of Mental Health (LACDMH) offers a wide array of mental health services for individuals of all ages, emphasizing recovery and wellbeing through its extensive network of programs and providers. With a commitment to enhancing access to care and fostering independence, LACDMH serves as a crucial resource for mental health support in the community."
Executive Mental Health,Los Angeles,,United States,11-50 Employees,1996,"Executive Mental Health (EMH) is dedicated to providing integrated mental health services, including psychiatry and clinical psychology, tailored to each patient's unique needs. With a team of highly-trained professionals and a reputation for quality care, EMH offers evidence-based interventions for a wide range of mental health conditions."
Mindful Care,West Hempstead,,United States,11-50 Employees,2019,"Mindful Care is dedicated to redefining mental health services by providing immediate support and innovative care for individuals facing challenges like addiction, PTSD, depression, and insomnia. Their approach includes Microtherapy, which offers focused and effective treatment, making it an ideal option for those with busy schedules seeking to enhance their emotional well-being."
Mental Health Cooperative,Nashville,,United States,501-1000 Employees,1993,"The Mental Health Cooperative (MHC) is committed to delivering innovative and person-centered behavioral health services for individuals of all ages, including therapy and psychiatric care. Their focus on integrated care ensures comprehensive support for those facing serious mental illnesses and emotional challenges."
Hampton Roads Behavioral Health PC,Norfolk,,United States,11-50 Employees,1988,"Hampton Roads Behavioral Health is a comprehensive mental health provider, offering a team of skilled professionals, including psychologists and psychiatric providers, who specialize in the diagnosis and treatment of mental disorders. Their services include direct diagnostic and therapeutic interventions, particularly for individuals facing social and psychological stress."
AllHealth Network,Englewood,,United States,251-500 Employees,1955,"AllHealth Network is a nonprofit mental health organization that offers a range of services including counseling, psychiatry, and crisis intervention. They provide 24/7 clinical care for individuals in severe mental health crises and have specialized programs for adults and adolescents facing mental health and substance use challenges."
Spring Health,New York,,United States,251-500 Employees,2016,"Spring Health is dedicated to removing barriers to mental healthcare by providing quick and easy access to personalized services for individuals and families. They equip a diverse network of providers with evidence-based, outcomes-focused mental health solutions, making them a trusted global partner for managing and enhancing mental health and wellbeing."
