name,city,state,country,employees,founded,description
The Algo Trader,London,,United Kingdom,11-50 Employees,2017,"AlgoTrader specializes in automated trading solutions, offering advanced algorithmic trading bots for various markets including Forex, stocks, and cryptocurrencies. Their technology is designed to help traders automate their investments and achieve consistent returns, complemented by educational resources and 24/7 customer support."
ALGORITHMIC TRADING LTD,London,,United Kingdom,1-10 Employees,,"ALGORITHMIC TRADING LTD specializes in algorithmic trading solutions, developing advanced technologies to enhance market efficiency and optimize trading strategies. They provide innovative tools and platforms for traders and financial institutions."
Systemathics,Paris,,France,11-50 Employees,2008,"Systemathics is a prominent provider of customizable platforms specifically designed for algorithmic trading, offering comprehensive automated trading solutions that cover the entire investment workflow. Their focus on integrating with market data vendors and brokers ensures clients have seamless access to both historical and real-time financial data, which is essential for executing investment strategies effectively while managing risks."
Trade Vectors LLP,Surat,,India,1-10 Employees,2013,"Trade Vectors is an algorithmic trading consultancy that specializes in developing automated trading software and robust trading platforms for various financial instruments. With over 10 years of experience, they offer services such as programming trading robots, backtesting, and implementing disciplined trading strategies, making them a key player in the algorithmic trading space."
Horizon Software,Paris,,France,101-250 Employees,1998,"Horizon Software specializes in electronic trading solutions and algorithmic technology, offering a comprehensive cross-asset platform that supports automated and systematic trading strategies. Their services enable investment banks and brokers to efficiently connect with global exchanges, enhancing trading capabilities through innovative automation and a robust algo framework."
UltraAlgo,Westport,,United States,1-10 Employees,2020,"The company specializes in algorithmic trading, offering a market-tested algorithm that generates clear buy and sell signals using 15 unique technical indicators. This approach simplifies the trading process for retail investors, providing real-time data and optimized trading patterns across various securities."
Arcade Trader,London,,United Kingdom,11-50 Employees,2020,"The company specializes in algorithmic trading, offering a comprehensive platform that enables users to research, develop, test, and implement their own trading strategies. With built-in analytics tools and a user-friendly interface, it caters to both novice traders and experienced hedge fund managers, making algo-trading accessible to everyone."
SSW-Trading GmbH,Oststeinbek,,Germany,51-100 Employees,2004,"The company is a pioneer in algorithmic trading, focusing on the development and execution of proprietary trading algorithms for various financial instruments. With a strong emphasis on continuous improvement and the integration of artificial intelligence and machine learning, it effectively provides liquidity and enhances trading strategies across global markets."
Algo-Logic Systems Inc.,San Jose,,United States,11-50 Employees,2009,"Algo-Logic specializes in advanced trading solutions that utilize FPGA technology to enhance the performance of trading algorithms, particularly for high-frequency trading. Their ultra-low latency products, including Tick-to-Trade systems, are designed to support time-critical trades and improve profitability while mitigating risks associated with slippage."
Àlber Blanc,-,,-,,,"Alber Blanc specializes in high-frequency algorithmic trading (HFT) within stock and cryptocurrency markets, leveraging over 10 years of experience and proprietary technology to enhance trading performance. Their operations as a professional market maker across multiple countries and major exchanges demonstrate their expertise in this field."
