name,city,state,country,employees,founded,description
Plug Power,Town of Colonie,,United States,1001-5000 Employees,1997,"Plug Power Inc. is focused on creating a comprehensive green hydrogen ecosystem, emphasizing the production of cost-effective green hydrogen through its PEM electrolyzer solutions that utilize renewable electricity and water. This commitment to clean hydrogen solutions positions Plug Power as a leader in the hydrogen fuel cell market, providing innovative storage, transport, and dispensing systems for various applications."
GreenHydrogenIndia,New Delhi,,India,251-500 Employees,,"The company is dedicated to promoting green hydrogen as a sustainable energy solution, highlighting its role in climate change mitigation and carbon footprint reduction."
Hydrogen Farm,London,,United Kingdom,11-50 Employees,,"The company, Hydrogen Farm Limited, specializes in the large-scale production of green hydrogen, emphasizing its commitment to renewable energy solutions."
Hydrogen Central,Amsterdam,,Netherlands,1-10 Employees,,"Hydrogen Central is a dedicated publisher in the hydrogen market, providing valuable insights into both blue and green hydrogen sectors. The company's focus on filtration technology and innovative solutions, such as advanced electrolysis, underscores its commitment to enhancing hydrogen production and promoting industry advancements."
HyCC,Amersfoort,,Netherlands,51-100 Employees,2021,"HyCC is a joint venture that specializes in green hydrogen production through advanced electrolysis technology. By focusing on generating hydrogen from renewable electricity and water, HyCC supports the decarbonization of hard-to-abate industries like steel and aviation fuel, aiming for net-zero CO2 emissions."
Bright Green Hydrogen Ltd.,Methil,,United Kingdom,1-10 Employees,,"Bright Green Hydrogen is dedicated to advancing renewable energy projects, particularly in the hydrogen sector. Their initiatives include hydrogen refuelling stations and a renewable energy micro-grid, highlighting their commitment to clean energy solutions."
Green Hydrogen Solutions™,London,,United Kingdom,1-10 Employees,,"The company specializes in green hydrogen solutions, focusing on innovative technologies and projects that contribute to the transition to Net Zero carbon emissions. By integrating big data and advanced technologies, they develop cost-effective green hydrogen production methods."
Clean Hydrogen Technologies Corp USA,Belmont,,United States,11-50 Employees,2021,"The company specializes in hydrogen solutions, particularly producing Turquoise hydrogen, which offers a cleaner energy alternative with reduced energy consumption and lower costs. This innovative approach utilizes natural gas processing, positioning the company as a player in the transition to sustainable hydrogen production."
Norsk Hydro ASA,Oslo,,Norway,10001+ Employees,1905,"Hydro is actively developing innovative business opportunities in hydrogen, supporting industrial clients in their energy transition by providing affordable renewable power. Their commitment to sustainability and low-carbon solutions aligns with the growing interest in blue hydrogen as a cleaner energy source."
Renewable Energy Systems,North Hertfordshire,,United Kingdom,1001-5000 Employees,1981,"RES is actively involved in the development of green hydrogen projects, working alongside Octopus Energy to create a reliable and cost-effective source of clean hydrogen derived from renewable energy. Their efforts support the decarbonization of industry and contribute to the UK's goal of energy independence through sustainable practices."
