name,city,state,country,employees,founded,description
teambuilding.com,Covington,,United States,51-100 Employees,2019,"teambuilding™ is a specialized service provider that offers a range of virtual and local team building activities designed to enhance collaboration and communication among teams. With over 45,000 experiences and a focus on creating memorable connections, the company ensures that both remote and in-person teams can engage in fun and effective team building."
EML Team,Worcester,,United Kingdom,11-50 Employees,2000,"The company emphasizes the significance of a cohesive and engaged team by offering tailored team building activities and workshops, including their Team Performance Accelerator series, which is designed to enhance team performance. With over 23 years of experience and a track record of working with renowned brands, they provide purposeful team building solutions."
Teambuilding Solutions Ltd,New Forest,,United Kingdom,1-10 Employees,2009,"The company specializes in team building activities and solutions, offering a variety of engaging events that have received positive feedback from participants. Their relaxed and humorous staff contribute to a memorable experience, making it an excellent choice for team building."
Natural Theatre Company,Bath,,United Kingdom,11-50 Employees,1969,"The company specializes in corporate training that enhances teamwork and communication through drama skills, making it highly relevant for team building initiatives. They also offer interactive entertainment services, which can further enrich team bonding experiences."
R+H Recurso mas Humano,Mexico,,Mexico,251-500 Employees,2010,"The company specializes in team building and leadership workshops aimed at enhancing collaboration and personal development among employees. With a mission for one million people to enjoy working in teams, it offers a variety of programs and activities in Mexico City."
Team Building Pro Company,New Delhi,,India,1-10 Employees,2013,"The company offers a wide range of online and offline team building engagements, leveraging over 12 years of experience to enhance work-life balance and strengthen team bonds. With 150+ activities designed for diverse group sizes, they focus on experiential learning and innovative approaches to cultivate effective teamwork and organizational culture."
TEAMBUILDING EXPERIENCE,Milan,,Italy,1-10 Employees,,"A new team building format is gaining popularity for its fun and engaging activities, particularly among strong corporate groups. It offers various interactive games and problem-solving exercises derived from outdoor training, all designed to enhance team connections in a joyful atmosphere."
Duage Management,Special capital Region of Jakarta,,Indonesia,11-50 Employees,2013,"The company specializes in experiential learning that focuses on building high-performing teams through various services such as team building events, training, and coaching. Their programs are designed to enhance team dynamics and performance, making them highly relevant for effective team building."
TeambuildingTrainer,Utrecht,,Netherlands,1-10 Employees,2018,"Teambuilding Trainer is a leading provider of team-building training, coaching, and development programs. Their dedicated team coach, Dan, focuses on enhancing team effectiveness, communication, and trust, ultimately making teams more productive and enjoyable to work with."
Atman. Equipos y Teambuilding,Valencia,,Spain,11-50 Employees,2006,"The company specializes in team building and professional training, offering a variety of activities designed to enhance team talent and motivation. With over a decade of experience, they provide innovative teambuilding experiences, including outdoor training and hybrid techniques, aimed at fostering creativity and a deep understanding of essential skills for effective teamwork."
