name,city,state,country,employees,founded,description
Peter Paul Philippine Corporation,Pasig,,Philippines,5001-10000 Employees,1946,"The company is situated in a prime location near extensive coconut plantations, ensuring a steady supply of fresh coconuts year-round, which is essential for producing specialty coconut products like coconut water."
Harmless Harvest,San Francisco,,United States,251-500 Employees,2009,"The company offers a line of coconut water that combines the hydrating benefits of coconut with a natural energy boost from Coffee and Yerba Mate, highlighting their commitment to quality and sustainability."
UJI Foods,Chandigarh,,India,51-100 Employees,2021,"UJI Foods specializes in providing the purest and most delicious coconut water, reflecting their commitment to quality and sustainability. They source their coconuts from sustainable farms and use 100% recyclable packaging, ensuring an eco-friendly approach to their refreshing products."
Franklin Baker Company of the Philippines,Makati,,Philippines,501-1000 Employees,1895,"Franklin Baker is a major global supplier of coconut products, including Single Strength Coconut Water and Coconut Water Concentrate. Their commitment to quality and extensive certifications ensures a reliable supply of high-quality coconut water for various markets."
H2coco Pty Ltd,Sydney,,Australia,11-50 Employees,2009,"H2COCO offers 100% natural coconut water that tastes like it's poured straight from the coconut, emphasizing its commitment to quality and sustainability. Their products are vegan-friendly and free from artificial ingredients, making it a healthy hydrating choice."
Genuine Coconut,Pedrola,,Spain,51-100 Employees,2014,"Genuine Coconut offers organic and raw coconut water, highlighting its high potassium content and authentic taste. Their products provide a convenient way to enjoy the natural benefits of coconut water."
100 Coconuts,New York,,United States,1-10 Employees,2018,"The company specializes in lifestyle-driven coconut water products, including Pure Coconut Water, Coconut Water + Tequila, and Coconut Water + CBD, all designed to provide natural hydration and essential nutrients."
Once Upon A Coconut - A Beverage Company,New York,,United States,11-50 Employees,2019,"Once Upon A Coconut offers premium coconut water that provides natural hydration with no preservatives or added sugars, emphasizing purity and quality. Their products are all-natural and non-GMO, enriched with electrolytes, making them a healthy choice for hydration."
Thai Coconut Public Company Limited,Nonthaburi City Municipality,,Thailand,501-1000 Employees,,"The company specializes in producing a variety of coconut-based products, including coconut water, which they offer in different forms and packaging. With a commitment to quality and international standards, they source their coconuts from some of the best farms in Thailand."
RAW Pressery,Mumbai,,India,101-250 Employees,2014,"The company offers 200ML of Coconut Water, which is part of its range of organic beverages, including cold-pressed juices. Their products are 100% natural and chemical-free, making them a healthy choice for consumers."
