name,city,state,country,employees,founded,description
Doreva Produce - Organic Sweet Potatoes & Yams,Livingston,,United States,251-500 Employees,1976,"The company offers assistance with various aspects of their services, including vegetables."
Vestey Foods International Ltd,London,,United Kingdom,51-100 Employees,,"Vestey Foods International specializes in sourcing and distributing high-quality fruit and vegetable products, highlighting their extensive global network that enhances customer and supplier relationships."
Shreenath Agro Tech Pvt. Ltd.,Pune,,India,51-100 Employees,,"The company specializes in supplying exotic vegetables, offering a range of farm-fresh products that are 100% hygienically grown. They emphasize quality and hygiene, ensuring customers can experience the freshness of seasonal vegetables and enjoy special deals."
Surmont S.p.A.,Pederobba,,Italy,11-50 Employees,1998,
Silva International Inc.,Momence,,United States,251-500 Employees,1979,"Silva USA has expanded its production capabilities, adding multiple high-capacity lines that enhance efficiency and capacity for processing vegetables. This growth supports their commitment to providing a diverse range of vegetable products."
Staples,Boston,,United Kingdom,1001-5000 Employees,1997,"Staples Vegetables is a leading manufacturer and supplier of fresh chilled vegetables, especially brassica varieties, grown on their farms in the UK. Their integrated production system and commitment to technology ensure a consistent supply of high-quality vegetables to major supermarkets and wholesalers throughout the year."
FRUVECO S.A.,Murcia,,Spain,251-500 Employees,1986,"The company specializes in the production and marketing of deep-frozen vegetables, offering a wide range of products including frozen vegetables, riced vegetables, and vegetable mixes. Their commitment to quality is reflected in their sustainable cultivation practices in Murcia, ensuring that customers receive flavorful and nutritious vegetable solutions for various culinary needs."
Agromediterranea,Torre Pacheco,,Spain,1001-5000 Employees,1997,"The company specializes in the cultivation and production of high-quality agricultural products, offering a wide variety of fresh vegetables such as lettuces, zucchini, and radishes, with a strong commitment to sustainability and an extensive range of organic options."
Oerlemans Foods Nederland B.V.,Venlo,,Netherlands,501-1000 Employees,1977,Oerlemans Foods offers a variety of vegetables.
Freshview Foods Ltd,Stoke-on-Trent,,United Kingdom,251-500 Employees,2010,"Freshview Foods specializes in the supply of fresh produce, including a comprehensive range of vegetables. The company is committed to sourcing quality produce and delivering high-quality products to the foodservice industry."
