name,city,state,country,employees,founded,description
Coffee1,Bristol,,United Kingdom,501-1000 Employees,2001,"Coffee#1 is a prominent player in the food and beverages sector, providing a cozy atmosphere for customers to enjoy high-quality coffee crafted by skilled baristas."
Jacobs Douwe Egberts,Amsterdam,,Netherlands,10001+ Employees,2015,"JDE Peet’s is a leading coffee and tea company, offering a wide range of over 50 brands, including Jacobs, L’OR, and Peet’s. They focus on enhancing the coffee experience through innovation and quality products distributed globally."
PT. Sari Coffee Indonesia (Starbucks Indonesia),Special capital Region of Jakarta,,Indonesia,5001-10000 Employees,2002,"Starbucks Coffee® is a prominent retailer and roaster of specialty coffee, offering a diverse selection of premium coffee beverages. The company emphasizes quality, using the highest quality arabica coffee as the foundation for its popular drinks."
Eurocoffee UAE,United Arab Emirates,,United Arab Emirates,51-100 Employees,2000,"Eurocoffee is a leading distributor and supplier of coffee-related products and equipment in the UAE, offering a variety of coffee machines, beans, and capsules from renowned brands like Lavazza. They also provide comprehensive office coffee solutions and exceptional support services."
Jacobs Douwe Egberts Professional NL,Utrecht,,Netherlands,1001-5000 Employees,,"Jacobs Douwe Egberts Professional specializes in providing high-quality coffee solutions for businesses, offering a diverse range of coffee machines and premium ingredients like espresso beans. With over 265 years of expertise, the company is committed to enhancing the coffee experience in various settings, from offices to hospitality."
Coffee Day Beverages,Bengaluru,,India,1001-5000 Employees,2002,"Coffee Day Beverages is a leading manufacturer of liquid coffee vending machines in India, known for its extensive network and commitment to quality. With over 50,000 installations, they provide high-quality coffee solutions, ensuring fresh and delightful coffee experiences for various settings."
Coffee Planet,Dubai,,United Arab Emirates,51-100 Employees,2005,"Coffee Planet specializes in high-quality coffee products, offering a diverse range including coffee beans, ground coffee, and specialty options. They also provide tailored services and equipment for various sectors, ensuring a premium coffee experience."
Counter Culture Coffee,Durham,,United States,101-250 Employees,1995,"The company specializes in the coffee industry, providing high-quality, sustainably-sourced coffee products and offering a subscription service for five-pound bags of whole-bean coffee, ideal for office settings. Their commitment to education is evident through their Counter Intelligence program, which equips coffee enthusiasts and professionals with essential brewing skills."
Juan Valdez Café,Bogota Capital District - Municipality,,Colombia,1001-5000 Employees,2002,"Juan Valdez® Café is a renowned manufacturer and retailer of premium Colombian coffee, known for its high-quality beans and manual collection processes. The company also operates specialized coffee shops that enhance the coffee experience for consumers."
Peet's Coffee & Tea,Roseville,,United States,1001-5000 Employees,1966,"Peet's specializes in premium coffee, offering a diverse selection that includes their carefully crafted medium roast blend, Cafe Domingo®, which is made from three Latin American coffees. Their commitment to quality and authentic sourcing enhances the flavors of each product, making it a go-to for coffee enthusiasts."
