name,city,state,country,employees,founded,description
Schneider Electric Norge,Rueil-Malmaison,,France,10001+ Employees,,"Schneider Electric specializes in energy management and automation solutions, offering a range of products and services that enhance smart grid technologies and ensure grid reliability through advanced fault management and demand side management. Their commitment to sustainability and digital transformation positions them as a key player in the development of future-ready grids."
Autogrid,Temecula,,United States,101-250 Employees,2011,"AutoGrid is a leading cleantech company that enhances the smart grid by utilizing its AI-driven software platform, AutoGrid Flex™, to optimize distributed energy resources (DERs). Their solutions enable individuals and communities to actively contribute to a sustainable energy ecosystem, transforming assets like solar panels and electric vehicles into vital components of a more flexible and cleaner power grid."
Gridspertise,Rome,,Italy,51-100 Employees,2021,"Gridspertise is dedicated to transforming electricity distribution systems into sustainable and reliable smart grids through innovative digital solutions. Their offerings include intelligent devices and cloud-edge platform solutions that accelerate the digitalization of power grids, addressing the evolving needs of utilities and enhancing the overall grid user experience."
Enel,Rome,,Italy,10001+ Employees,1962,"Enel is focused on building the electricity grids of the future, emphasizing resilience, sustainability, and innovation. Their commitment to collaboration and open innovation aligns with the evolving landscape of smart grid development."
Grid,Folsom,,United States,11-50 Employees,2011,"GridSME specializes in providing tailored engineering and cybersecurity solutions that help clients navigate the complexities of the evolving power grid. Their expertise is focused on ensuring compliance and enhancing reliability, which are crucial for the successful integration of facilities into the smart grid of the future."
Smarter Grid Solutions,Glasgow,,United Kingdom,51-100 Employees,2008,"Smarter Grid Solutions specializes in managing power grids and enhancing market participation through their advanced DERMS software. Their technology focuses on integrating distributed energy resources, providing real-time monitoring and optimization to support grid stability and revenue generation in energy systems."
SmartGridCIS,Alpharetta,,United States,11-50 Employees,2009,"SmartGridCIS is a leading provider of software solutions for the utility industries, emphasizing simplicity and productivity. Their flexible and scalable products enhance customer care and billing processes, driving growth and innovation in both regulated and competitive energy markets."
SolarEdge Technologies,Herzliya,,Israel,1001-5000 Employees,2006,"SolarEdge is focused on accelerating the transition to a more stable and cost-effective grid through its Grid Services and Virtual Power Plants solutions. Their offerings enhance energy supply and stability, addressing shortages and pricing volatility while providing control and data reporting for distributed energy networks."
National Grid,London,,United Kingdom,10001+ Employees,1990,"The company is dedicated to enhancing the energy system for a cleaner future by developing and operating large-scale clean energy infrastructure, including renewable energy projects and electricity interconnectors. Their commitment to decarbonizing the economy and ensuring reliable energy delivery aligns with the principles of a smart grid."
GridPoint,United States,,United States,101-250 Employees,2003,"GridPoint is dedicated to transforming the energy landscape by integrating buildings, technologies, and utilities to enhance sustainability and operational efficiency. Their focus on smarter buildings and a stronger grid aligns with the principles of a smart grid, emphasizing energy efficiency and demand management."
