name,city,state,country,employees,founded,description
ZA Packaging,Turkey,,Turkey,251-500 Employees,2006,"ZA Packaging is a prominent manufacturer of metal packaging solutions, offering a wide range of products including tin cans and packaging for food. Their expertise in designing and sourcing metal packaging ensures that they can meet diverse customer needs with high-quality, infinitely-recyclable options."
Sonoco Products Company,Hartsville,,United States,10001+ Employees,1899,"Sonoco is a prominent manufacturer of metal packaging solutions, offering a variety of products such as food cans, aerosol cans, and metal can ends and lids. Their metal packaging is designed to be sustainable, durable, and versatile, making it an attractive option for brands looking to enhance their market presence while meeting consumer demands for environmentally responsible packaging."
The Metal Packager,London,,United Kingdom,1-10 Employees,2020,"The Metal Packager is a key resource for professionals in the metal packaging industry, offering comprehensive coverage of various products such as aluminum foil containers, metal cans, and coatings. With a focus on sustainability and innovation, it provides daily news, expert features, and insights that are essential for staying informed and advancing in the sector."
Trivium Packaging,Amsterdam,,Netherlands,5001-10000 Employees,,"Trivium Packaging is a prominent manufacturer of high-quality, infinitely recyclable metal packaging solutions. They offer a diverse range of innovative products and provide comprehensive support throughout the packaging process, ensuring sustainability and market readiness."
Crown Holdings,Yardley,,United States,10001+ Employees,1892,"Crown is a prominent manufacturer specializing in metal packaging, offering a wide range of products including steel and aluminum cans for food and beverages, aerosol containers, and metal closures. Their commitment to sustainability and innovative practices positions them as a key player in the metal packaging industry."
CANPACK Group,Krakow,,Poland,5001-10000 Employees,,"CANPACK Group is a prominent manufacturer of metal packaging solutions, specializing in steel cans for food, chemicals, and aerosols. Their steel containers are infinitely recyclable, light-proof, and designed to preserve product freshness while being lightweight and stackable for efficient transport and display."
Ball Aerospace,Broomfield,,United States,10001+ Employees,1880,"Ball Corporation is a prominent manufacturer of sustainable aluminum packaging solutions, focusing on innovative designs for beverage, personal care, and household markets. Their product range includes metal cans and specialty tins, highlighting their commitment to redefining the packaging industry through sustainable practices."
MC Packaging,Singapore,,Singapore,251-500 Employees,1970,"MC Packaging is a prominent manufacturer of metal packaging solutions, specializing in a variety of products such as Peel-Off Ends, Easy Open Ends, and metal cans for food and beverages. The company's expertise and commitment to quality make it a preferred supplier for top infant milk powder packers and other industries."
Evergreen Resources,Chicago,,United States,51-100 Employees,2002,"Evergreen Resources specializes in a diverse range of packaging products, including metal packaging, which is notable for its infinite recyclability and reliability. This makes metal packaging a sustainable and scalable choice for various markets, particularly in food and beverage applications."
Metal Packaging Europe,Brussels,,Belgium,1-10 Employees,2017,"Metal Packaging Europe is a key advocate for the metal packaging industry, highlighting its benefits across various sectors such as beverage, food, and health & beauty. The organization emphasizes the sustainability and recyclability of metal packaging, with 85.5% of steel and 73% of aluminum cans recycled in Europe, making it a leading choice for environmentally-friendly packaging."
