name,city,state,country,employees,founded,description
DCW,Mumbai,,India,1001-5000 Employees,1925,"DCW Limited has a strong presence in the Chlor-Akali segment, highlighting its capability in producing Sodium Hypochlorite, which is significant for various applications. The company's commitment to innovation and its diverse product portfolio underscore its expertise in specialty chemicals."
ibuychemikals.com,Chennai,,India,501-1000 Employees,2016,"Ibuychemikals emphasizes its commitment to quality chemicals and offers a wide range of products, including Sodium Hypochlorite 10%-12% Solution LR, which is highlighted as a versatile organic acid. With over 40 years of industry experience, the company ensures timely delivery and a hassle-free sourcing experience for both small and large quantities."
Vencorex,Saint-Priest,,France,501-1000 Employees,2012,"Vencorex offers sodium hypochlorite, an aqueous solution that complies with the NF EN 901 standard, making it suitable for water treatment applications. This positions Vencorex as a key supplier in the chemicals sector, particularly for uses related to human consumption."
"Brainerd Chemical Co., Inc.",Tulsa,,United States,101-250 Employees,1959,"Brainerd Chemical offers Sodium Hypochlorite 12.5%, which is an EPA registered sanitizer, biocide, disinfectant, antimicrobial, bleaching agent, and deodorizer. This aligns with the company's commitment to providing high-quality and environmentally sustainable chemical solutions for various industries."
Samuda Chemical Complex Ltd.,Dhaka,,Bangladesh,251-500 Employees,2006,"Samuda Chemical Complex Limited (SCCL) produces Sodium Hypochlorite (NaOCl), highlighting its commitment to quality and technological competence in chemical manufacturing. Their products serve various industries, including water treatment, where Sodium Hypochlorite is commonly used."
Hasa,California,,United States,251-500 Employees,1964,"HASA is a leading producer of liquid sodium hypochlorite, which is widely recognized as a trusted and economical water decontaminant. Their products are essential for sanitizing various water systems, including recreational pools, municipal drinking water, and industrial applications."
Solenis,Wilmington,,United States,5001-10000 Employees,1907,"Solenis produces Biosperse™ Chlorine Stabilizers, which are designed to be used with sodium hypochlorite to effectively control microorganisms and biofilm in industrial water systems. Their focus on sustainable water treatment solutions highlights their commitment to enhancing operational efficiencies and minimizing environmental impact."
Clorid S.A.,Cuenca,,Ecuador,51-100 Employees,1989,"Clorid S.A. specializes in the on-site generation of sodium hypochlorite through the electrolysis of brine, highlighting their expertise in providing sustainable and efficient disinfection solutions for potable water and wastewater treatment. With over 33 years of experience, they aim to ensure safe and microorganism-free water, making significant contributions to public health in both national and international contexts."
Hanna Instruments,Smithfield,,United States,1001-5000 Employees,1978,"Hanna Instruments offers a variety of analytical and scientific instruments, including in-line chlorine monitoring systems, which are relevant for applications involving sodium hypochlorite. Their extensive product range is designed for laboratory, environmental, and industrial use."
Sparchem,Mumbai,,India,11-50 Employees,2000,"Sparchem is a prominent merchant and multilevel marketer in India, specializing in chemicals, including Sodium Hypochlorite. They emphasize their commitment to quality and meeting the growing demands of various industries."
