name,city,state,country,employees,founded,description
U. S. Metal Powders Inc.,Palmerton,,United States,11-50 Employees,1918,"Ampal, the largest manufacturer of aluminum powder in North America, offers a comprehensive range of high-quality aluminum powders, from coarse to fine, tailored to various specifications. With over 50 years of experience and a robust quality control program, Ampal ensures the production of advanced engineered aluminum powders for diverse applications."
Rio Tinto,Melbourne,,Australia,10001+ Employees,1873,"The company specializes in the production of low carbon aluminum, which is essential for industries like electric vehicles and smartphones. Their focus on innovative mining and metal production approaches highlights their commitment to providing key materials."
Valimet,Hong Kong Island,,China,11-50 Employees,1960,"VALIMET, Inc. is a prominent manufacturer of spherical aluminum powders, utilizing advanced gas atomization technology to ensure high quality and optimal purity. Their extensive experience and commitment to quality serve various industries, highlighting their expertise in producing aluminum powder suitable for diverse applications."
AMG Alpoco UK Limited,Rotherham,,United Kingdom,51-100 Employees,1970,"AMG Alpoco UK Limited is a leading manufacturer of air and gas atomized aluminum powders, specializing in high-purity formulations for various applications such as pigments and metallurgical uses. With a strong production capacity and a focus on innovation, the company supports critical sectors like defense and aerospace, offering tailored powder solutions to meet diverse industry needs."
Kaiser Aluminum Corporation,Tracy,,United States,1001-5000 Employees,1987,"Kaiser Aluminum Corporation is a prominent manufacturer of semi-fabricated aluminum products, including those for aerospace, packaging, and automotive applications. The company's recent acquisition of Warrick LLC enhances its position in the aluminum packaging industry, particularly in producing can stock, which aligns with the growing demand for sustainable materials like aluminum."
AMG Aluminum,United States,,United States,251-500 Employees,1938,"AMG Aluminum specializes in aluminum grain refiners and master alloys, which are essential in the melting and casting processes of aluminum. Their product offerings include Potassium Aluminum Fluoride, a key component in salt fluxes that enhances metal cleaning and improves aluminum purity, and Potassium Fluoroborate, an important ingredient in grain refining salts and abrasive products."
Carpenter Additive,Philadelphia,,United States,5001-10000 Employees,2018,"Carpenter Additive specializes in high-quality metal powders for additive manufacturing, offering a diverse range of standard and custom alloy powders. With over 130 years of experience, the company ensures optimized and ultraclean powders, making them a key player in the metal additive manufacturing industry."
MMP INDUSTRIES LIMITED,Nagpur,,India,251-500 Employees,1973,"MMP Industries Ltd. is a specialized manufacturer of high-quality aluminum powders, having commenced production in 1983 through a collaboration with AVL Metal Powders, Belgium. With a current capacity exceeding 22,000 MTPA, the company is recognized for its excellence in product quality and tailored solutions, making it a key player in the aluminum powder industry."
Vedanta Limited - Aluminium Business,New Delhi,,India,10001+ Employees,2003,"Vedanta Aluminium Business, the largest manufacturer of aluminium in India, produces a wide range of aluminium products, including primary aluminium ingots. Their expertise and innovative technologies ensure the delivery of high-quality aluminium solutions, which are essential for various sectors such as automotive and construction."
Golden Aluminum,Fort Lupton,,United States,51-100 Employees,,"Golden Aluminum, Inc. specializes in producing a diverse range of aluminum products, including those made from 5000-Series and AA 3004 alloys. With over 40 years of experience and a commitment to sustainability, the company offers innovative aluminum sheeting solutions that cater to various industries, emphasizing their energy-efficient production processes and high recycled content."
