name,city,state,country,employees,founded,description
Primo Water Corporation,Mississauga,,Canada,10001+ Employees,1952,"Primo Water is committed to promoting healthier hydration through their refreshing and quality bottled water, which is conveniently delivered to your door or available at numerous retailers. They offer purified bulk water in 3- and 5-gallon bottles, making it easy to manage your hydration needs while also reducing plastic waste."
Premium Waters Inc.,Minneapolis,,United States,501-1000 Employees,1994,"Premium Waters is a dedicated bottled water supplier that emphasizes high quality and environmental responsibility. They offer a range of bottled water products and services, including home and office delivery, private labels, and filtration systems."
Niagara Bottling,Diamond Bar,,United States,1001-5000 Employees,1963,"Niagara Bottling is dedicated to producing safe and refreshing bottled water through advanced purification and filtration technologies. They emphasize sustainability and community engagement, making them a responsible choice for consumers interested in quality bottled water."
Bisleri International Pvt Ltd,Mumbai,,India,1001-5000 Employees,1969,"Bisleri offers a variety of packaged drinking water, purified and enriched with minerals, ensuring high quality and safety. Their Bisleri@Doorstep service allows convenient online ordering and home delivery of different bottle sizes to meet diverse needs."
DS Services of America,Atlanta,,United States,1001-5000 Employees,1985,"The company emphasizes the importance of drinking clean, high-quality water and highlights the benefits of water filtration in removing contaminants from tap water. This focus on water quality aligns with the growing preference for great-tasting bottled water, making their services particularly relevant for those seeking convenient access to pure water."
Absopure Water Company,Plymouth,,United States,1001-5000 Employees,1908,"Absopure Water Company has a long-standing history in providing high-quality bottled water products, being the first to market clear plastic gallon water bottles in 1988. With over 100 years of experience, Absopure offers a range of crisp-tasting water available in stores and through home and office delivery."
Hana Water-Hana Food Industries Co.,Saudi Arabia,,Saudi Arabia,1001-5000 Employees,,"HANA Water is a prominent bottled water manufacturer in Saudi Arabia, known for its high-quality products sourced from natural groundwater wells. With advanced production technology and a commitment to international standards, HANA Water ensures a stable supply to over 70,000 customers and also exports to the Arab Gulf countries."
Private Spring Water LLC,San Martin,,United States,11-50 Employees,1994,"Private Spring Water is dedicated to providing high-quality natural spring water, sourced and bottled in an environmentally friendly manner. With state-of-the-art facilities and a focus on local sourcing, the company offers customizable bottled water solutions that cater to various budgets and branding needs."
Ice River Sustainable Solutions,United States,,United States,501-1000 Employees,,"Ice River Sustainable Solutions is a prominent Canadian bottled water producer that prioritizes sustainability and eco-friendly practices. They focus on creating high-quality bottled water while also developing innovative packaging made from 100% recycled plastic, highlighting their commitment to environmental responsibility."
Blu Service,Milan,,Italy,51-100 Employees,1998,"Blu offers a convenient way to have high-quality bottled water delivered directly to your home, ensuring easy access to spring water and water dispensers for both residential and commercial use. With over 20 years of expertise, Blu emphasizes the importance of water for overall well-being."
