name,city,state,country,employees,founded,description
Wellknown Polyesters,Mumbai,,India,251-500 Employees,1996,"Wellknown Polyesters Limited is a leading manufacturer of Polyester Filament Yarn (PFY) in India, offering a range of Twisted Polyester Yarn (TPY) products designed for various end uses. Their TPY products, available in sizes from 80 TPM to 1000 TPM, are engineered to enhance abrasion resistance while addressing the challenges of yarn strength."
HILOTEX INTERNATIONAL PRIVATE LIMITED,Surat,,India,11-50 Employees,2021,"The company specializes in sourcing and procuring various types of yarn, including 100% polyester and blends, making it a key player in the textiles industry. With over 30 years of experience, it collaborates with modern factories to ensure high-quality polyester yarn products, catering to diverse needs at competitive prices."
VINEET POLYFAB PRIVATE LIMITED,Surat,,India,501-1000 Employees,1990,"Vineet Polyfab Private Limited (VPPL) is a prominent manufacturer and exporter of high-quality Polyester DTY yarns in India, utilizing advanced machinery and a skilled team to ensure superior quality and consistency. The company also features Asia's largest yarn dyeing house, offering a diverse range of shades and a commitment to innovation in yarn development."
Devika Fibres Pvt. Ltd.,Surat,,India,251-500 Employees,1992,"Devika Group is a prominent polyester yarn manufacturer in India, producing high-quality Draw Textured Yarn (DTY) and Air Textured Yarn (ATY) for both domestic and global markets. With a strong commitment to innovation and customer satisfaction, they ensure timely delivery and maintain rigorous quality standards in their textile products."
Thai Polyester Co. Ltd,Thailand,,Thailand,501-1000 Employees,2003,"Thai Polyester Company (TPC) is a prominent manufacturer of polyester yarn in Thailand, with a robust annual production capacity of 350,000 metric tons. Their innovative technology and fully integrated production process ensure high-quality polyester fibers and yarns."
Bombay Dyeing,Mumbai,,India,501-1000 Employees,1879,"Bombay Dyeing's Polyester Division specializes in the production of 100% virgin Polyester Staple Fibre and textile-grade PET Chips, utilizing advanced NGSSS technology."
Acelon Chemicals & Fiber,Taiwan,,Taiwan,,,"Acelon specializes in offering eco-friendly polyester yarns, including their AceColor® PET Dope Dyed Yarn, which significantly reduces the environmental impact of the dyeing process. Their commitment to sustainability is evident in their products that save energy, water, and chemicals while providing excellent color fastness."
PT. ASIA PACIFIC FIBERS Tbk,Indonesia,,Indonesia,1001-5000 Employees,,"Asia Pacific Fibers is a prominent polyester manufacturer in Indonesia, producing a range of polyester products including filament yarns, which directly relates to the query about polyester yarn. The company's commitment to innovation ensures they meet the growing global demand for high-quality polyester."
United Raw Material Pte Ltd,Singapore,,Singapore,51-100 Employees,2006,"URMPL is a prominent supplier and exporter of Polyester Filament yarn and Polyester Spun Yarn, emphasizing their commitment to quality and competitive pricing. Their extensive product range also includes various textile yarns made from both natural and synthetic fibers."
Unifi,Greensboro,,United States,501-1000 Employees,1971,"UNIFI is a leading manufacturer of performance textiles, including polyester yarn, and is known for its innovative REPREVE® technology that converts post-consumer plastics into high-quality recycled fibers. Their commitment to sustainability and a wide range of specialized products positions them as a key player in the textile industry, particularly for those interested in eco-friendly materials."
