name,city,state,country,employees,founded,description
EKA Group,Limassol,,Cyprus,51-100 Employees,1946,"EKA Group specializes in bathroom furniture and accessories, offering a range of products that enhance both residential and commercial spaces. Their portfolio includes items from leading brands, ensuring high quality and design."
JTC Furniture Group,Dundee,,United Kingdom,251-500 Employees,,"JTC Furniture Group is a prominent manufacturer of bathroom furniture, offering a wide range of fitted and free-standing options designed for a luxurious yet easy-to-maintain lifestyle. Their products feature clean, contemporary designs and are made from high-quality materials, ensuring both functionality and aesthetic appeal."
burgbad AG,Schmallenberg,,Germany,501-1000 Employees,1946,"burgbad is a prominent manufacturer of bathroom furniture, offering a wide range of products including individual bathroom furniture, mirror cabinets, and vanity units. Their innovative rl30 Room Light range features mirror cabinets designed to provide natural, adjustable lighting, enhancing the functionality and aesthetic of bathroom spaces."
Heritage Bathrooms,Tamworth,,United Kingdom,251-500 Employees,1985,"Heritage Bathrooms offers a wide selection of bathroom furniture, including both fitted and freestanding options designed to combine style and practicality. Their collections, such as Caversham, Lynton, Broughton, and Wilton, provide modern and timeless designs that allow for personal customization, ensuring a perfect fit for any bathroom aesthetic."
Cubico (UK) Ltd,Kirklees,,United Kingdom,51-100 Employees,2012,"Cubico specializes in high-quality bathroom products, which likely includes a range of bathroom furniture. With a commitment to expanding their product range and ensuring competitive pricing, they focus on meeting design trends and providing exceptional customer service."
Comforter - კომფორტერი,Tbilisi,,Georgia,251-500 Employees,2018,"The company offers a wide selection of bathroom furniture, including various sets of washbasins, ensuring high-quality options for different styles and preferences. Their extensive inventory highlights the company's commitment to providing nearly 10,000 products, making it a go-to destination for bathroom furnishings."
Roca India (RBPPL),Gurugram,,India,1001-5000 Employees,2006,"Roca is a prominent manufacturer of bathroom furniture, providing a diverse range of products such as base units, vanity units, and auxiliary units, all designed for functionality and comfort. Their commitment to quality and innovative design ensures that they meet various consumer needs and styles."
Laufen Bathrooms AG,Switzerland,,Switzerland,1001-5000 Employees,1892,"LAUFEN offers a diverse selection of bathroom furniture, including mirrors, vanity units, and cabinets, designed to enhance the aesthetic and functionality of any bathroom space. Their highlighted collections, such as BOUTIQUE and LANI, feature high-quality materials and timeless designs that integrate seamlessly with their other bathroom solutions."
Wickes,Watford,,United Kingdom,5001-10000 Employees,1986,"The company specializes in DIY products for home improvement, with a strong focus on bathrooms. They offer a wide range of bathroom furniture, including the Teramo Suite, available both online and in physical stores."
Noken | Porcelanosa Bathrooms,Vila-real,,Spain,51-100 Employees,,"Noken Porcelanosa Bathrooms specializes in sophisticated bathroom furniture, offering a diverse range of designs that combine aesthetics and functionality. Their collections cater to various spaces and styles, ensuring high-quality materials and innovative designs that meet the needs of modern bathroom users."
