name,city,state,country,employees,founded,description
Saadet Gıda San. Tic. A.Ş.,Turkey,,Turkey,1001-5000 Employees,,
Perfetti Van Melle,Amsterdam,,Netherlands,10001+ Employees,,"The company is one of the world's largest manufacturers and distributors of chewing gum, offering innovative products that cater to local tastes and preferences. Their commitment to creativity and passion for confectionery is reflected in their popular brands, including Mentos Pure Fresh Gum."
Gumcorp,Karachi Division,,Pakistan,51-100 Employees,1967,"Gumcorp Pakistan is the largest producer of gumbase in the country and has over thirty years of experience in the confectionery industry. They specialize in producing chewing gum base and bubble gum base, ensuring high quality and timely delivery to both local and international customers."
Gumlink Confectionery Company,Vejle,,Denmark,11-50 Employees,,"Gumlink Confectionery Company is a prominent global supplier of chewing gum, mints, and candy, known for its brand DANDY. With extensive experience and top-tier R&D facilities, they offer a wide range of customizable products to meet specific customer needs."
True Gum,Glostrup Municipality,,Denmark,11-50 Employees,2017,"True Gum is a startup that specializes in producing plastic-free, vegan, and biodegradable chewing gum, highlighting its commitment to sustainability and natural ingredients."
TopGum Industries,Kiryat Gat,,Israel,101-250 Employees,2004,"TopGum Industries Ltd. has established itself as a leading producer in the gummy supplement market, offering a wide variety of truly sugar-free Gummiceuticals™. Their commitment to taste and quality has been recognized, highlighting their expertise in creating innovative gummy products."
Milliways,London,,United Kingdom,1-10 Employees,,"The company, Milliways, offers plastic-free chewing gum that aligns with a planet-friendly ethos. They emphasize the health concerns associated with conventional gum, highlighting their commitment to natural ingredients."
SAUDI CHEWING GUM PRODUCTION FACTORY,Jeddah,,Saudi Arabia,11-50 Employees,1983,"Gandour, a well-established company since 1857, offers a variety of products, including their iconic Gandour Gum. This highlights their long-standing presence and popularity in the confectionery market."
The PUR Company Inc.,Canada,,Canada,11-50 Employees,2010,"The PUR Company is known for its #1 selling aspartame-free gum, including PUR Bubblegum Gum. Their products are sugar-free, vegan, and allergen-free, making them a great choice for those with dietary restrictions who want to enjoy chewing gum without artificial sweeteners."
AsCom Confection GmbH,Walldorf,,Germany,51-100 Employees,,"Ascom Confection GmbH specializes in producing a wide variety of chewing gum, including traditional and innovative sugar-free options. Their dynamic team is dedicated to developing products that reflect the latest trends, ensuring a diverse selection for consumers."
