name,city,state,country,employees,founded,description
Premium Waters Inc.,Minneapolis,,United States,501-1000 Employees,1994,"Premium Waters is a multifaceted bottled water company that offers quality private and custom label bottled water, along with home and office delivery services. Their commitment to high-quality and environmentally responsible practices aligns with their mission to provide excellent products and services to their stakeholders."
Hint,San Francisco,,United States,251-500 Employees,2005,"The company offers Hint Water, a unique line of flavored water infused with fruit essences, free from sugar, calories, and diet sweeteners, making it an appealing alternative for those looking to increase their water intake. With over 25 flavors available, Hint provides a refreshing option for consumers seeking a more exciting way to stay hydrated."
LaCroix Beverages,Fort Lauderdale,,United States,1001-5000 Employees,1985,"National Beverage offers a unique range of imaginative flavors, which is particularly highlighted in their LaCroix sparkling water line."
Primo Water Corporation,Mississauga,,Canada,10001+ Employees,1952,"Primo Water is dedicated to promoting healthier hydration through their refreshing, quality bottled water. They offer convenient delivery options and have numerous retail locations, making it easy to access purified water."
Flow Water,Canada,,Canada,51-100 Employees,2015,"The company offers a variety of flavored alkaline spring waters, including options like Peach + Blueberry and Strawberry + Rose, all featuring zero sugar, calories, or sweeteners. Their products are also infused with vitamins, providing additional health benefits."
Talking Rain,Preston,,United States,251-500 Employees,1987,"Talking Rain Beverage Company offers fizzy sparkling water infused with natural flavors, providing a refreshing and fruity alternative with zero sugar. Their product line includes options for various occasions, from flavored sparkling water to electrolyte-enhanced alkaline water."
FloWater,Denver,,United States,51-100 Employees,2010,"FloWater is dedicated to providing the safest and best-tasting drinking water, transforming ordinary tap water into clean, pure water through their innovative Refill Stations. Their commitment to sustainability and eliminating plastic waste positions FloWater as a leading alternative to traditional bottled water."
SodaStream,Lod,,Israel,1001-5000 Employees,1991,"SodaStream offers consumers the ability to create their own flavored sparkling water at home, providing a healthier alternative to traditional soda. This innovative approach not only enhances the drinking experience but also promotes sustainability by reducing single-use plastic bottle consumption."
Ugly Drinks,New York,,United States,11-50 Employees,2015,"The company specializes in delivering zero-calorie seltzer beverages, offering refreshing drink options that contain no sugar or sweeteners. Their product line includes both still and sparkling purified water, appealing to health-conscious consumers."
Cirkul,Tampa,,United States,251-500 Employees,2016,Cirkul specializes in enhancing hydration through its innovative systems that allow users to personalize their water with over 100 flavor options. Their unique cartridge technology and commitment to sustainability make drinking flavored water both convenient and environmentally friendly.
