name,city,state,country,employees,founded,description
SodaStream,Lod,,Israel,1001-5000 Employees,1991,"SodaStream offers a convenient way to make fresh sparkling water at home, significantly reducing the need for single-use plastic bottles. Their range of sparkling water makers and CO2 gas cylinders allows users to enjoy customized flavors and a sustainable drinking experience."
LaCroix Beverages,Fort Lauderdale,,United States,1001-5000 Employees,1985,"National Beverage is known for its unique product designs and imaginative flavors, particularly highlighting LaCroix Sparkling Water."
Talking Rain,Preston,,United States,251-500 Employees,1987,"Talking Rain is known for its fizzy, sparkling water infused with natural flavors, and has successfully launched its popular Sparkling Ice® line. The company also offers alkaline bottled water, expanding its beverage portfolio."
Premium Waters Inc.,Minneapolis,,United States,501-1000 Employees,1994,"Premium Waters is a multifaceted bottled water company that emphasizes its commitment to quality and environmental responsibility, making it a relevant player in the sparkling water market. With a focus on recycling and sustainable practices, they offer a range of bottled water products and delivery services."
Polar Beverages,Worcester,,United States,1001-5000 Employees,1882,"Polar Beverages has a rich history dating back to 1882 and has evolved to meet the growing demand for sparkling refreshment. Their product line includes a variety of sparkling options, such as Polar Frost Sparkling Water and seasonal Polar Seltzers."
Primo Water Corporation,Mississauga,,Canada,10001+ Employees,1952,"The company, Primo Water, emphasizes its commitment to healthy hydration through the delivery of refreshing, quality bottled water. They offer purified bulk water, available in convenient 3- and 5-gallon bottles, and promote a lifestyle that inspires healthier living while reducing plastic waste."
Spindrift,Newton,,United States,101-250 Employees,2010,"Spindrift Beverage Co. offers a unique sparkling water that is made with real, squeezed fruit, setting it apart in the market. Their commitment to using only real ingredients results in a refreshing and flavorful beverage, perfect for health-conscious consumers."
Ugly Drinks,New York,,United States,11-50 Employees,2015,"The company highlights its delivery service as a paradise for seltzer enthusiasts, featuring Ugly Sparkling Water that promises a unique and refreshing experience. Their branding appeals to new generations, and they emphasize a commitment to positive change through partnerships with organizations like Girl Up and Oceanic Global."
Niagara Bottling,Diamond Bar,,United States,1001-5000 Employees,1963,Niagara Bottling emphasizes its commitment to producing safe and refreshing products through advanced purification and filtration technologies. Their dedication to sustainability and community engagement highlights their focus on quality and innovation in water sourcing.
Purezza UK,Maidenhead,,United Kingdom,1001-5000 Employees,2013,"The company, Purezza, offers innovative solutions for providing refreshing, on-demand sparkling and still water, aiming to replace single-use bottles in the hospitality industry. Their systems utilize advanced filtration technology to deliver great-tasting water directly from the tap, promoting a healthier and more environmentally responsible alternative to traditional bottled water."
