name,city,state,country,employees,founded,description
Signicast,Hartford,,United States,501-1000 Employees,1959,"Signicast specializes in investment casting, offering over 150 alloys and advanced facilities that enable rapid prototyping and delivery. With over 50 years of experience, they address manufacturing challenges, making them a key partner for industries like automotive and medical."
Invest Cast,Minneapolis,,United States,51-100 Employees,1981,"Invest Cast Inc is a leading manufacturer specializing in investment metal castings for various materials, including aluminum and steel. With over 40 years of experience, they offer rapid prototyping and high-quality production castings, utilizing advanced technologies to ensure exceptional quality and efficiency."
Investacast,North Devon,,United Kingdom,51-100 Employees,1975,"Investacast is a prominent global supplier of investment castings, offering a comprehensive manufacturing and supply process. With over 50 years of experience, they provide high-quality engineering solutions for various sectors, including aerospace and automotive."
Pilot Ferrocast Private Limited,Rajkot,,India,51-100 Employees,2006,"Pilot Ferrocast Pvt Ltd specializes in investment casting, offering both ferrous and non-ferrous castings that meet various international standards. With over 15 years of experience, the company provides custom-designed solutions, emphasizing efficiency and quality in their casting processes."
Impro Precision Industries,Hong Kong Island,,China,5001-10000 Employees,1998,"Impro is a leading global manufacturer that specializes in precision investment casting, among other casting and machining processes. The company offers comprehensive solutions throughout the product life cycle, ensuring high-quality components for various critical markets."
Materion,Cleveland,,United States,1001-5000 Employees,1931,"Materion highlights that investment casting technology offers a cost-effective alternative to machining, providing unique qualities for optimized performance and expanding options for demanding material needs."
Zetwerk,Bengaluru,,India,101-250 Employees,2018,"Zetwerk is a specialized manufacturer of custom investment cast components, utilizing a variety of ferrous and non-ferrous alloys to ensure high quality. They also offer secondary operations like finish machining and surface treatment, making them a comprehensive partner for investment casting needs."
Captain Technocast Limited,Rajkot,,India,251-500 Employees,2010,"Captain Technocast Limited specializes in manufacturing and supplying a wide range of casting products, including those for automotive and aerospace applications. The company utilizes advanced manufacturing technologies and maintains high standards, making it a key player in the investment casting sector."
Precision Castings of Tennessee,United States,,United States,51-100 Employees,,"Precision Castings of Tennessee Inc. is a specialist in investment casting foundry services, offering a diverse selection of alloys and precision castings that ensure high-quality and cost-effective metal solutions. The company emphasizes ""NetShape"" castings, reducing the need for secondary processing and providing comprehensive design and engineering support for investment casting."
Investment Casting Supplies Ltd,United Kingdom,,United Kingdom,1-10 Employees,2020,Investment Casting Supplies specializes in providing a wide range of metal casting supplies and equipment specifically for the investment casting and precision casting sectors. They offer innovative solutions such as 3D-printed wax patterns that enhance efficiency in the lost wax casting process.
