name,city,state,country,employees,founded,description
Structural and Steel Products,Fort Worth,,United States,251-500 Employees,1969,"The company specializes in engineering, designing, and manufacturing structural steel transmission and substation structures for utility customers, particularly in Texas and the Southern United States. Their expertise extends to a wide variety of steel products used in construction and energy sectors."
Steel,Scottdale,,United States,101-250 Employees,,"Steel, LLC is a prominent national steel fabricator and structural engineering firm that provides structural steel fabrication services to a diverse range of clients and partners."
Structural,San Francisco,,United States,1001-5000 Employees,1976,"STRUCTURAL, in collaboration with STRUCTURAL TECHNOLOGIES, offers technology-driven solutions for the repair and maintenance of civil and structural infrastructure. Their engineered products and services are designed to strengthen and extend the life of both existing and new structures."
Steel 4 Structures Limited,Buckley,,United Kingdom,11-50 Employees,2011,"Steel for Structures specializes in fabricating a wide variety of products, including those related to structural steel. Their services encompass structural design and detailing, welding and fabrication, and on-site steelwork installation."
Southwest Engineering,Kenmare Municipal District,,Ireland,51-100 Employees,1988,"Southwest Engineering specializes in the fabrication of structural steelwork, along with a variety of other steel structures and equipment for water and wastewater applications. Their extensive range of services includes design and project management, ensuring high-quality solutions for both private and public sector clients."
Structural Technologies,Columbia,,United States,1001-5000 Employees,1976,"STRUCTURAL TECHNOLOGIES specializes in enhancing civil and structural infrastructure through proprietary products and specialty engineering services. Their offerings include solutions for concrete repair, seismic retrofitting, and corrosion control, making structures stronger and extending their lifespan."
High Steel Structures LLC,United States,,United States,101-250 Employees,1931,"High Steel Structures LLC is a leading fabricator of structural steel, specializing in the quality fabrication of steel girders and complex bridge components. With a strong commitment to innovation and on-time delivery, they are well-equipped to support your structural steel needs for bridge projects and other industrial applications."
Steel Service,Jackson,,United States,101-250 Employees,1969,"Steel Service positions itself as a leading steel contractor, specializing in structural steel and offering a high-quality, coordinated product that includes miscellaneous metals. With a commitment to safety, quality, and on-time delivery, they also provide installation and on-site project management for enhanced customer support."
Schuff Steel,Phoenix,,United States,1001-5000 Employees,1976,"Schuff Steel is a leading structural steel fabrication and erection company in the United States, specializing in large and complex projects such as stadiums, hospitals, and high-rises. With a comprehensive range of services and advanced engineering capabilities, Schuff Steel is committed to delivering efficient steel designs and has extensive experience in various sectors."
Steel Structural Consultant,India,,India,11-50 Employees,2014,"The company specializes in providing high-quality Steel Shop Drawings and Structural 3D Modeling services, utilizing the latest technology to ensure accuracy and timely delivery. Their focus on client-centric results and attention to detail makes them a reliable partner for structural steel projects."
