name,city,state,country,employees,founded,description
Archer Daniels Midland Company,Chicago,,United States,1001-5000 Employees,1902,"ADM highlights its extensive range of sugar ingredients, emphasizing their role as a trusted staple in various applications, from beverages to baked goods."
Domino Sugar,Woodbridge Township,,United States,1001-5000 Employees,,"The company is the largest cane sugar refinery in the western hemisphere, producing over 7 million pounds of sugar daily. Their process begins with pressing sugarcane to extract pure cane juice, which is then crystallized into various Domino® Sugar products."
Sugar Australia,Melbourne,,Australia,51-100 Employees,1855,"Wilmar Sugar is Australia's leading manufacturer of refined sugar, producing over 500,000 tonnes annually. Their diverse range of high-quality sugar products includes refined crystal sugar, liquid sugar, icing sugar, and syrups, making them a key player in the sugar industry."
"Sweetener Supply Corporation -""Where Quality Comes Naturally""​",Brookfield,,United States,251-500 Employees,1990,"The company has nearly 40 years of experience providing a variety of sweetener solutions, including honey, invert syrups, molasses, and liquid sweeteners."
Nile Sugar,Cairo,,Egypt,1001-5000 Employees,2007,"Nile Sugar is a prominent manufacturer of white sugar, operating a modern beet sugar extraction plant that processes 10,500 tons of beet root daily."
Lantic Inc.,Montreal,,Canada,501-1000 Employees,1888,"Lantic is a Canadian manufacturer that offers a wide variety of natural sweeteners, including different types of sugar such as brown, granulated, liquid, icing, and organic sugar."
Sugaright (Division of CSC Sugar),Falls Township,,United States,251-500 Employees,2002,"CSC Sugar, through its subsidiary Sugaright, specializes in sustainable sugar refining and offers a variety of innovative liquid sugar products for the food and beverage industry. With a focus on environmentally friendly practices and a network of micro-refineries, Sugaright provides high-quality, Fairtrade, and Non-GMO Project Verified cane sugar."
Michigan Sugar Company,United States,,United States,1001-5000 Employees,1906,"The company produces a variety of sugars, including granulated, powdered, brown, and liquid sugar, in allergen-free facilities without the use of bone char. Their commitment to quality and service has made them a supplier for some of the largest food companies in the world."
Western Sugar Cooperative,Denver,,United States,501-1000 Employees,1900,"Western Sugar Cooperative is a producer of high-quality sugar products, including granulated, light brown, and powdered sugar, all made using sustainable practices. Their commitment to purity and energy-rich sugar makes their products ideal for various culinary applications."
Illovo Sugar Malawi plc,Blantyre,,Malawi,1001-5000 Employees,,"The company is a leading manufacturer and distributor of sugar, operating 21 plants across 9 countries, primarily in Africa and Europe. As Africa's largest sugar producer, it not only produces sugar but also manufactures co-products and focuses on sustainable growth."
