name,city,state,country,employees,founded,description
Tata nexarc,Mumbai,,India,501-1000 Employees,2020,"The company provides a unique platform that supports business growth and operational management, which is particularly relevant to financial services."
Sanlam Private Equity,Durban,,South Africa,1001-5000 Employees,1996,"Sanlam Investments is a key player in the financial services sector, managing over R400 billion in assets and providing a diverse array of investment options, including active management, alternative investments, and international investments."
BestPlan Financial Strategies Inc.,Vaughan,,Canada,1-10 Employees,2000,"BestPlan Financial Strategies Inc. provides a diverse array of insurance and investment products, highlighting their expertise in financial services."
Superintendencia de Bancos de la República Dominicana,Santo Domingo,,Dominican Republic,501-1000 Employees,1947,"The company acts as a supervisory authority for financial intermediation entities and foreign exchange institutions in the Dominican Republic, ensuring regulatory compliance and protecting the rights of financial users."
NSSF SACCO Society Limited,Nairobi,,Kenya,11-50 Employees,1990,"The company offers a range of financial services, including value-added products designed to meet members' needs at favorable terms. Additionally, it operates an insurance agency that provides tailored insurance products at competitive rates."
Linked Financial Services,Gold Coast City,,Australia,1-10 Employees,2015,The company is dedicated to helping businesses and individuals achieve their financial goals through a unique and proactive advice process. Their commitment to integrity and transparency ensures that clients feel in control of their financial future.
Societe Generale Corporate and Investment Banking - SGCIB,Nanterre,,France,10001+ Employees,1864,"The company specializes in financial services, particularly in investment banking, financing, and market services. It offers strategic advisory, capital raising, and risk management solutions, catering to the unique financial needs of corporate and institutional clients."
BNP Paribas - Securities Services,Pantin,,France,5001-10000 Employees,,"The company is a multi-asset servicing specialist that offers a wide range of asset servicing solutions, such as capital call financing, depository and trustee services, and clearing and custody. It emphasizes operational efficiency and risk mitigation, integrating closely with BNP Paribas's banking model to provide comprehensive financial services."
First Data,Atlanta,,United States,10001+ Employees,1971,"Fiserv is a prominent provider of financial technology solutions and payment processing services, offering a wide range of products that enhance banking and payment operations. Their innovative offerings, including mobile banking, digital payments, and fraud management, position them as a key player in the financial services industry."
Banco Santander,Madrid,,Spain,10001+ Employees,1857,"Banco Santander is a prominent commercial bank that offers a wide array of financial services, including retail and investment banking, trade finance, and wealth management. The bank utilizes advanced technologies to enhance its offerings and is committed to responsible banking and innovative financial solutions."
