name,city,state,country,employees,founded,description
Roofmart,Brampton,,Canada,501-1000 Employees,1957,"Roofmart has been a leading roofing supplier in Canada for over 60 years, offering a wide range of roofing materials and products, including residential asphalt shingles and commercial roofing systems. Their extensive product knowledge and commitment to customer service make them a trusted source for homeowners, contractors, and builders."
Simon Roofing,Youngstown,,United States,501-1000 Employees,1900,"Simon Roofing specializes in commercial roofing, offering a range of services including manufacturing, installing, and repairing roofing materials. With over 120 years of experience, the company ensures high-quality repairs and replacements, making it a trusted choice for commercial roofing needs."
Global Roofing Group,Phoenix,,United States,501-1000 Employees,1971,"Global Roofing Group is a prominent national roofing contractor with over 50 years of experience, offering timely and non-disruptive roofing services across nearly all 50 states. They specialize in ""Value Engineered Roofing"" and have the capacity to complete large projects efficiently, making them a reliable choice for commercial and industrial roofing needs."
North American Roofing Services LLC,Tampa,,United States,251-500 Employees,1979,"North American Roofing Services is a leading national commercial roofing contractor with over 43 years of experience, offering a wide range of solutions including roof replacements, repairs, and maintenance. Their expertise covers various roofing types and includes a commitment to quality through their StarCare™ maintenance plan, ensuring reliable service for commercial clients."
National Roofing Partners,Coppell,,United States,10001+ Employees,2007,"National Roofing Partners emphasizes its commitment to quality service, ensuring a worry-free experience for all roofing needs. With local roof services available in all 50 states, they are well-equipped to meet diverse roofing requirements."
Nations Roof,Mobile,,United States,1001-5000 Employees,2005,"Nations Roof® specializes in extending the life of commercial roofs through a comprehensive range of services, including installation, repairs, and maintenance. With a commitment to quality and exceptional customer service, they aim to minimize costs and enhance the longevity of your roofing investment."
Rautaruukki Corporation,Helsinki,,Finland,10001+ Employees,1960,"The company offers a range of roofing products and services for both homeowners and roofing professionals, covering everything from planning to installation."
Empire Roofing,Fort Worth,,United States,501-1000 Employees,1982,"Empire Roofing, a division of the Empire Group of companies, specializes in commercial, industrial, and institutional roofing services, including re-roofing, repair, and maintenance. With over 35 years of experience, they offer a comprehensive range of solutions, emphasizing quality workmanship and advanced technology."
Proctor Roofing,King's Lynn and West Norfolk,,United Kingdom,11-50 Employees,1890,"Proctor Roofing specializes in a variety of roofing services, including slating, tiling, and flat roofing, with extensive experience in large historic buildings and commercial properties. They emphasize quality and customer satisfaction, ensuring that your roof is secure and built to last."
Cole Roofing Co. Inc.,Baltimore,,United States,51-100 Employees,1919,"Cole Roofing highlights the importance of considering the structural integrity of roofs, especially under heavy snow loads, which can cause bowing or sagging. They are also expanding their services to include innovative solutions like solar and vegetative roofing."
