name,city,state,country,employees,founded,description
WealthTech Robo Advisory,Mumbai,,India,11-50 Employees,2013,"WealthTech Robo Advisory Pvt. Ltd. specializes in wealth and portfolio management through its innovative Robo-advisory platform, which enhances financial decision-making with features like an interactive chatbot and AI-driven goal recommendation. The company's tailored SaaS solutions cater to banks and fintech firms, offering tools for financial planning, investment tracking, and tax management."
WealthTechs,Park City,,United States,11-50 Employees,2010,"WealthTechs Inc. specializes in data aggregation, normalization, and integration services specifically designed for investment-oriented businesses. Their products provide clients with accurate and automated data delivery, enhancing efficiency and reducing back-office costs, making them a valuable resource for investment managers and financial technology firms."
Financeware,West Chester,,United States,101-250 Employees,2000,"Financeware is a key player in the WealthTECH space, focusing on enhancing the technology infrastructure crucial for modern wealth management. Through its various solutions, including the Wealthcare Capital Management subsidiary and the GDX360® platform, the company aims to optimize processes and deliver a seamless wealth experience."
WealthTech Speaks,Kolkata,,India,1-10 Employees,2014,"Wealthtech Speaks is a specialized service provider in personal finance and technology education, offering investment solutions as a SEBI registered distributor. The company emphasizes the importance of financial literacy and digital transformation in the financial services sector."
Wealthy,Bengaluru,,India,11-50 Employees,2015,The company provides a comprehensive Wealth Management platform that facilitates tracking and managing investment portfolios with features like seamless trading and tools for personal finance and investment planning. Its focus on technology and user experience aims to simplify and enhance the wealth creation process for both investors and financial professionals.
TechRules,Madrid,,Spain,101-250 Employees,1999,"TechRules is a prominent provider of Wealth Management Software, offering a range of solutions for financial entities that include a comprehensive Wealth Management Platform, tools for robo advisors, and software for DIY investors. With over 20 years of experience in digital WealthTech, TechRules specializes in modular, scalable technologies that enhance automation and compliance in wealth management processes."
Nest Wealth,Canada,,Canada,51-100 Employees,2014,"Nest Wealth is a Canadian provider of digital wealth management solutions, offering an automated, low-fee platform that simplifies the investment process for both individual investors and financial firms. Their key products, including customizable ETF portfolios and innovative financial planning software, are designed to help users achieve their financial goals efficiently."
WealthObjects,London,,United Kingdom,11-50 Employees,2014,"WealthObjects is a technology provider that specializes in wealth and investment management solutions, offering a white-labelled SaaS platform designed to enhance client experiences through automated wealth management and digital investing models. Their focus on efficient client lifecycle management and hybrid advisory services positions them as a key player in the WealthTECH sector."
WealthKernel,London,,United Kingdom,11-50 Employees,2015,"WealthKernel is a specialized service provider that offers a robust investing infrastructure for fintechs and wealth managers, enabling them to enhance user experiences and launch innovative financial products efficiently. Their comprehensive suite of API-driven solutions includes client onboarding, trading, portfolio management, and custody, making it easier for businesses to integrate investment functionality and democratize access to investing."
WealthOS,London,,United Kingdom,1-10 Employees,2019,WealthOS is a core wealth management platform that enhances digital adoption and innovation in the wealth management industry through its API-first approach and modular architecture. This comprehensive technology infrastructure supports digital transformation and facilitates the rapid development and integration of wealth management products and features.
