name,city,state,country,employees,founded,description
Twin Rivers Paper Company,Caribou,,United States,1001-5000 Employees,,"The company offers a range of innovative packaging solutions, including custom-designed gift tissue paper, which is ideal for wrapping and packaging merchandise in retail stores. Their lightweight wrapping tissue is available in tinted and custom options, making it a versatile choice for various applications."
Macfarlane Packaging,Coventry,,United Kingdom,251-500 Employees,1949,"Macfarlane Packaging offers a variety of tissue paper, including acid-free options ideal for protecting delicate items like jewelry and silverware. Their commitment to quality and sustainability ensures that their packaging products meet diverse customer needs."
Seaman Paper,Gardner,,United States,501-1000 Employees,1946,"Seaman Paper Company is a prominent manufacturer of lightweight decorative tissue papers, offering a wide variety of products, including colored and custom tissue paper. Their commitment to sustainability and innovative packaging solutions makes their tissue paper an ideal choice for enhancing any package."
Elite Professional Ecuador,Guayaquil,,Ecuador,10001+ Employees,,"Elite Profesional, a brand of PROTISA ECUADOR, specializes in eco-friendly tissue paper products, offering a variety that includes facial tissues and paper towels. Their commitment to high quality and hygiene standards makes them a key player in the tissue paper market, catering to sectors like healthcare and hospitality."
Sonoco Products Company,Hartsville,,United States,10001+ Employees,1899,"Sonoco Products Company specializes in producing a variety of packaging solutions, including tissue and towel corestock. Their offerings focus on customized and engineered grades that enhance performance while reducing costs."
Kimberly-Clark Professional,Neenah,,United States,10001+ Employees,2011,"The company highlights its commitment to hygiene and safety through its wide selection of products, including Kleenex® Naturals Facial Tissue, which is known for its superior performance and softness. This emphasis on quality and cleanliness makes their tissue paper an ideal choice for maintaining a sanitary environment."
Tuscany La Bellezza della Carta,Italy,,Italy,501-1000 Employees,1873,"Tuscany, a brand of CARTIERE CARRARA S.p.A., specializes in high-quality tissue paper products, offering a diverse range that includes napkins and toilet paper. Their tissue papers are designed for a premium experience, featuring unique fragrances and organic ingredients, all while adhering to sustainable practices."
Deluxe Packages Private Limited,Karachi Division,,Pakistan,51-100 Employees,1957,"Deluxe Packages specializes in high-quality printing and packaging solutions, offering a diverse range of products."
Essential-Tissue SRL,Dej,,Romania,251-500 Employees,2020,"Essential Tissue is a manufacturer that specializes in high-quality tissue paper products, including toilet paper and kitchen rolls, for both consumer and Away From Home (AFH) sectors. The company emphasizes advanced production technologies and offers a range of pure cellulose and recycled tissue products, focusing on softness and absorbency."
Star Tissue,Chorley,,United Kingdom,51-100 Employees,2003,"Star Tissue, now operating as WEPA Professional UK following its acquisition, is a prominent manufacturer of hygiene paper products, including tissue paper. With a strong production capability, they deliver a significant volume of products across the UK and Ireland daily."
