name,city,state,country,employees,founded,description
TissueLabs,Manno,,Switzerland,11-50 Employees,2019,"TissueLabs specializes in 3D bioprinting technologies, providing bioprinters and bioinks that enable laboratories to create artificial tissues and organs. Their platform supports the development of innovative tissue engineering solutions through advanced bioprinting techniques."
Tissuetech,Miami,,United States,251-500 Employees,2001,"BioTissue is a leader in regenerative medicine, utilizing innovative technologies and products derived from human amniotic membrane tissues to promote healing. Their proprietary CryoTek technology preserves the biological properties of these tissues, enabling effective clinical applications in various medical fields, including wound care and orthopedics."
Tissue Regenix,United Kingdom,,United Kingdom,51-100 Employees,2006,"Tissue Regenix Group is focused on becoming a leader in regenerative medicine, particularly through the development of innovative products that leverage tissue engineering to promote natural recovery and tissue regeneration. Their commitment to transforming patient care aligns with the growing potential of regenerative medicine to improve health outcomes."
Integra Tissue Technologies,Princeton,,United States,1001-5000 Employees,,"Tissue Technologies, a division of Integra LifeSciences, specializes in regenerative technologies for tissue regeneration and surgical reconstruction, offering a wide range of products for wound treatment and tissue repair. Their solutions have been used in over 10 million procedures worldwide, highlighting their impact in the field of tissue engineering."
TISSIUM,Paris,,France,51-100 Employees,2013,"TISSIUM is focused on advancing tissue reconstruction through innovative solutions, including a sutureless nerve reconstruction system and a proprietary platform of biomorphic programmable polymers. Their commitment to developing novel tissue repair technologies positions them at the forefront of the field."
Tissuegraft S.r.l.,Italy,,Italy,1-10 Employees,2014,"TissueGraft specializes in tissue engineering, developing innovative biological matrices that can be enhanced with bioactive molecules through their unique sueGraft process. This approach sets them apart in the biomedical market, focusing on decellularized matrices and advanced materials."
TissueGen,Dallas,,United States,1-10 Employees,2000,"TissueGen develops innovative drug delivery technologies that enhance clinical outcomes by preserving the biological activity of sensitive therapeutics, such as growth factors and antibodies. Their focus on slow, sustained release systems addresses unmet medical needs, making it relevant to advancements in tissue engineering."
Poly-Med,United States,,United States,51-100 Employees,1993,"Poly-Med, Inc. specializes in designing and manufacturing custom absorbable medical implants, including medical-grade tissue scaffolds specifically for regenerative medicine and tissue engineering applications. Their portfolio features innovative bioresorbable polymers and scaffolding approaches that enhance healing outcomes."
Terumo BCT,Lakewood,,United States,1001-5000 Employees,1967,"Terumo Blood and Cell Technologies specializes in cellular technologies and therapeutic apheresis, which are integral to advancements in tissue engineering. The company's commitment to scientific research and development further supports innovations in this field."
CONMED,City of Utica,,United States,1001-5000 Employees,1970,"CONMED is a global medical technology company that designs superior medical devices and products, potentially relevant to advancements in tissue engineering. Their CompleteControl™ Sphincterotome highlights their focus on innovative solutions that could support healthcare practices."
