name,city,state,country,employees,founded,description
ATUNLO,Vigo,,Spain,1001-5000 Employees,,"ATUNLO is a leading European brand specializing in high-quality tuna sourced from the world's major oceans. The company is committed to sustainable and responsible fishing practices, ensuring the preservation of marine ecosystems for future generations."
Tri Marine Group,Bellevue,,United States,1001-5000 Employees,1972,"Tri Marine is a leading tuna supply company that emphasizes sustainability and responsible fishing practices, certified by the Marine Stewardship Council. With a global presence in major tuna-producing areas, they offer customized supply solutions while prioritizing ethical business practices and minimizing environmental impacts."
EUROFISH S.A.,Ecuador,,Ecuador,1001-5000 Employees,1998,"Eurofish is a prominent Ecuadorian manufacturer and exporter of tuna products, processing 45,000 MT of whole round tuna annually and supplying global markets. With a strong focus on quality and sustainability, the company has expanded its operations to include canning tuna under its Manabí brand."
Baja Aqua-Farms SA CV,Ensenada,,Mexico,251-500 Employees,2000,"The company specializes in producing fresh and frozen sashimi-grade tuna, exporting to high-end restaurants and supermarkets worldwide."
Ensis Fisheries Pvt Ltd,Malé,,Maldives,,,"Ensis Fisheries is a leading exporter of fresh tuna and seafood from the Maldives, offering a diverse range of products including Grade-A Sashimi, frozen and canned MSC Skipjack Tuna, and fresh Yellowfin Tuna. Their commitment to sustainable fishing practices and high-quality products meets the growing demand for Maldives tuna, known for its sustainability and traceability."
CONSERVAS DEL NOROESTE S.A. (CONNORSA),Vilaboa,,Spain,251-500 Employees,1985,"The company is a Galician firm that has been specializing in the production and marketing of canned fish and seafood since 1985, offering a wide and diverse range of high-quality tuna products."
ATUNSA,Bermeo,,Spain,251-500 Employees,1963,"ATUNSA is a specialized manufacturer in the fishing of tropical tunas, operating modern vessels and a refrigeration plant that enhances their ability to deliver high-quality tuna products to global markets."
Gulf Food Products Company شركة الخليج للمواد الغذائية,Sahab,,Jordan,251-500 Employees,2003,"The company offers a variety of tuna products, including Water Tuna, Oil Tuna, and Hot Tuna, highlighting their commitment to high product quality and transparency in their operations."
Tuna Traffic,Milwaukee,,United States,11-50 Employees,2010,"Tuna Traffic is an agile and innovative company that emphasizes client-focused teamwork and effective communication. Since its inception in 2010, it has delivered impactful marketing and strategic results across various industries."
Phillips,Baltimore,,United States,10001+ Employees,1914,"Phillips Seafood offers Waterman's Reserve Yellowfin Tuna Saku Blocks, which are ideal for sashimi and seared ahi presentations. These products feature a moderate flavor and firm texture, making them suitable for various culinary applications."
