name,city,state,country,employees,founded,description
A. Schulman,Fairlawn,,United States,1001-5000 Employees,1928,"LyondellBasell is a leading provider of polypropylene (PP) technologies, with nine of the top ten global producers relying on their licensed innovations."
Egyptian Propylene & Polypropylene,Cairo,,Egypt,501-1000 Employees,2006,"The company is the first integrated and largest producer of polypropylene in Egypt and North Africa, offering a high-quality product range for various applications, including carpeting, packaging, and cable insulation. Their commitment to reliability and tailored solutions positions them as a key player in the polypropylene market, serving both local and export markets."
RTP Company,United States,,United States,1001-5000 Employees,1982,"RTP Company specializes in custom engineered thermoplastics, including polypropylene (PP), which is noted for its lightweight, chemical resistance, and heat resistance. They highlight the advantages of polypropylene, such as ease of processing and good mechanical properties, making it a valuable material for various applications."
borouge,Melbourne,,Australia,1001-5000 Employees,1998,"Borouge is a prominent manufacturer of innovative polyolefin solutions, including polypropylene (PP) for rigid packaging applications. With a significant production capacity and advanced technologies, the company is well-positioned to meet the growing demand for sustainable plastic solutions across various industries."
Lincon Polymers Private Limited - India,Ahmedabad,,India,501-1000 Employees,1996,"Lincon Polymer is a prominent manufacturer of polypropylene (PP) woven and BOPP bags, boasting a significant production capacity and a diverse product range. They offer high-quality wholesale polypropylene bags, emphasizing their ability to provide customized packaging solutions that enhance product appeal."
Mitsubishi Chemical Advanced Materials,Atibaia,,Brazil,1001-5000 Employees,1996,"Mitsubishi Chemical Advanced Materials is a key player in the production of high-performance thermoplastic materials, including polypropylene (PP) through its Proteus® O & P Natural Homopolymer line. The company's commitment to sustainability and innovation in developing advanced materials solutions positions it as a significant contributor to various industries."
Codefine International SA,Landquart,,Switzerland,1001-5000 Employees,1957,"Codefine specializes in manufacturing high-quality polypropylene (PP) bags, highlighting their durability and variety in sizes and styles. With over 60 years of experience, the company caters to the unique packaging needs of global industry leaders."
Chevron Phillips Chemical,The Woodlands,,United States,5001-10000 Employees,2000,"Chevron Phillips Chemical LLC is a leading manufacturer of polyolefins, which includes polypropylene, and operates numerous facilities that produce a wide range of chemical products. Their commitment to operational excellence ensures high standards of performance and sustainability in the production of these essential materials."
Tasnee,Riyadh,,Saudi Arabia,11-50 Employees,1985,"Tasnee is a key player in the petrochemicals industry, offering a diverse portfolio that includes polypropylene, highlighting its commitment to sustainability and innovation."
GOEX Corporation,Janesville,,United States,251-500 Employees,1990,"GOEX specializes in producing high-quality plastic sheets, including polypropylene, with a strong commitment to using up to 100% recycled post-industrial content. Their products meet rigorous regulatory standards, making them ideal for various applications, including durable signage and food-safe packaging."
