name,city,state,country,employees,founded,description
Avon Product,New York,,United States,10001+ Employees,1886,"The Rare Pearls Deodorant Stick from the Skin So Soft Pure Nature collection offers long-lasting odor protection and is made with naturally derived, vegan, and cruelty-free ingredients."
Avon,Northampton,,United Kingdom,10001+ Employees,1886,"Avon offers the Far Away Roll-On Antiperspirant Deodorant, designed to keep sweat marks at bay and provide lasting freshness."
Glossier Inc.,New York,,United States,251-500 Employees,2014,"Glossier offers an aluminum-free deodorant designed for effective odor defense, promoting fresh underarms and pit care. Their commitment to accessible and uncomplicated beauty extends to their deodorant product line."
Avon Products,London,,United Kingdom,10001+ Employees,1886,"Avon offers the Intense No-Gas Deo Perfume for Him, which is designed for everyday use, providing a strong and lasting fragrance with up to 1200 sprays. This product reflects the company's commitment to innovative and trend-driven personal care items."
Inolex,Philadelphia,,United States,51-100 Employees,1892,"Inolex is committed to innovating sustainable ingredient platforms, particularly in the beauty and personal care industry, which includes deodorants and antiperspirants. Their approach is rooted in green chemistry, highlighting their dedication to environmentally friendly practices."
Yanbal,Guatemala City,,Guatemala,1001-5000 Employees,1967,"Yanbal is a multinational cosmetics manufacturer that offers a variety of high-quality beauty products, including fragranced deodorants. With a focus on innovation and a strong presence in 11 countries, the company is dedicated to meeting the latest trends in beauty and wellness."
Birchbox,New York,,United States,251-500 Employees,2010,"Birchbox offers a Deodorant Starter Kit, emphasizing their commitment to providing effective and easy-to-use beauty products that align with their community's values. Their subscription service allows users to discover a variety of products that suit their needs."
Clariant Chemicals,Pratteln,,Switzerland,10001+ Employees,1956,"Clariant is a prominent manufacturer of specialty chemicals that provides innovative solutions for personal care, including deodorants. They offer CareMag™ D, which utilizes Dead Sea magnesium to enhance natural body odor control, supporting the growing demand for aluminum-free products."
Dollar Shave Club,Santa Monica,,United States,251-500 Employees,2012,"The company offers a range of antiperspirants that provide all-day protection against wetness and odor, featuring a light, clean scent and a clump-free formula."
Lume Deodorant,United States,,United States,51-100 Employees,2017,"Lume offers a Whole Body Deodorant designed to provide 72-hour odor protection, making it effective for more than just armpits. Their hypoallergenic and baking soda-free formulas are safe for sensitive skin, giving users the confidence to stay fresh throughout the day."
