name,city,state,country,employees,founded,description
Adastra,Toronto,,Canada,,,"Engage with a trusted AWS, Google Cloud, and Microsoft partner that will help you maximize your investments in AI and machine learning. OUR PORTFOLIO: AI Strategy and AI Governance, Generative AI, Predictive Analytics and Machine Learning, Computer Vision, Hyperautomation, ML Ops and AI Platforms."
Deep Learning Nerds,Schwäbisch Gmünd,,Germany,1-10 Employees,2020,"Deep Learning Nerds is dedicated to making knowledge in Deep Learning, along with other AI and Machine Learning concepts, accessible to everyone. They offer tutorials that focus on building, training, testing, and optimizing artificial neural networks, helping individuals to become experts in these advanced techniques."
Deep Learning Summit,India,,India,11-50 Employees,2018,"The company highlights the significance of Deep Learning in the tech industry, particularly through events like the Deep Learning Summit, where delegates can learn to build AI applications using Deep Learning techniques."
Positronic AI,Chesterfield,,United States,1-10 Employees,2015,"LIT AI is a leader in AI innovation, providing a platform that automates 90% of the workflow for training and deploying predictive and generative AI models, which is crucial for implementing deep learning solutions. Their technology enhances efficiencies across various sectors, including healthcare and business operations, by improving diagnostics and optimizing processes."
Deep Learning Technology,London,,United Kingdom,1-10 Employees,,"Deep Learning is committed to your success, offering expertise to enhance your technological performance and organizational effectiveness. Their experienced team ensures well-planned execution of business processes, making it a valuable resource for those looking to expand operations."
digatus,Munich,,Germany,51-100 Employees,2015,"The company, digatus it group AG, emphasizes its expertise in digitization and transformation, particularly in partnership with NVIDIA, offering training courses on the fundamentals of deep learning and artificial intelligence based on neural networks. Their commitment to providing state-of-the-art technological solutions positions them as a key player in the IT consulting landscape."
OpenDL,Chennai,,India,1-10 Employees,2018,"OpenDL is a non-profit deep learning research organization that applies advanced techniques to drive breakthroughs in the fields of Legal, Health, and Agriculture. Their mission is to advance digital intelligence and ensure the benefits of AI are widely distributed, ultimately creating a positive impact on humanity."
Deep Learning Institute of India,Chennai,,India,11-50 Employees,2019,"The Deep Learning Institute of India emphasizes its commitment to quality and excellence in data science, offering a range of services including deep learning, machine learning, and artificial intelligence, making it a relevant resource for those interested in these fields."
SpeedLab AG,Cham,,Switzerland,11-50 Employees,2014,"Speedlab AG is actively involved in the development of investment solutions driven by Artificial Intelligence (AI), which aligns with advancements in Deep Learning. Their strategic partnerships and innovative products, such as the Crypto Alpha Strategy ETI, showcase their commitment to integrating cutting-edge technologies in financial markets."
MVTec Software,Munich,,Germany,51-100 Employees,1996,"MVTec is a prominent manufacturer of machine vision software that incorporates advanced technologies such as deep learning. Their products facilitate innovative automation solutions, particularly in the context of the Industrial Internet of Things."
