name,city,state,country,employees,founded,description
Birn+Partners,Denmark,,Denmark,51-100 Employees,2013,"Birn+Partners is an international recruitment and consulting firm that specializes in executive search and headhunting. They offer a range of services designed to identify and develop exceptional leadership talent, ensuring organizational success."
Staff Arabia Egypt,Remaya Square,,Egypt,51-100 Employees,2010,"Staff Arabia is a prominent HR outsourcing service provider in the MENA region, specializing in staffing and recruiting. They offer comprehensive solutions to help clients find the most suitable talent, addressing the challenges of timely and cost-effective hiring."
Strategic Consulting Japan G.K.,Tokyo,,Japan,1-10 Employees,2009,"The company emphasizes the importance of engaging licensed consulting firms for executive search in Japan due to strict local laws on personal privacy and data protection. They highlight the risks of offshoring talent acquisition, as it could lead to legal liabilities for your Japan business."
HR Baraka Group,Tashkent,,Uzbekistan,51-100 Employees,2021,"HR Baraka Group is a prominent HR services provider in Uzbekistan, specializing in Executive Search and talent acquisition. With a team of experienced consultants, the company is dedicated to sourcing and attracting top global talent for large enterprises across various sectors."
Penrhyn International,London,,United Kingdom,251-500 Employees,1979,"The company specializes in international retained executive search, leveraging a global network to provide tailored search solutions across various industries. Their expertise allows them to effectively identify and access top executive talent for clients."
Heidrick & Struggles International,Chicago,,United States,1001-5000 Employees,1953,"Heidrick & Struggles specializes in executive search, offering valuable insights and related services in this field."
Page Executive,London,,United Kingdom,5001-10000 Employees,1976,"Page Executive is a specialized provider of executive recruitment services, offering a wide range of search and talent management solutions for both permanent and interim positions. With a strong research function and a reputation for speed and flexibility, Page Executive assists organizations globally in securing senior leadership talent."
Insight Global,Atlanta,,United States,1001-5000 Employees,2001,"Insight Global is an executive recruiting agency that specializes in helping firms find the right executives to meet their needs. They offer a range of services, including executive placement and enhanced staffing solutions, making them a valuable resource for any executive search."
Ark Newtech,Dadri,,India,51-100 Employees,2018,"The company specializes in Executive Search, offering top-notch recruitment and HR services through a comprehensive network and industry-specific strategies. Their experience across various sectors enables them to effectively meet the hiring needs of both large and small businesses."
CMS Job Pvt. Ltd.,Nepal,,Nepal,11-50 Employees,2018,"The company, Ltd, is a dedicated HR service provider that specializes in offering quality and cost-effective HR solutions, including Executive Search, tailored to meet clients' specific requirements and preferences."
