name,city,state,country,employees,founded,description
Enbio Group AG,Oensingen,,Switzerland,251-500 Employees,,"Enbio specializes in fast and efficient sterilization, offering autoclaves that can sterilize wrapped instruments in as little as 15 minutes, making them ideal for medical clinics, dental offices, and beauty parlors. Their autoclaves are notably smaller and lighter than traditional models, enhancing ease of installation and operation, and they have gained a significant user base of over 38,000 in just six years."
Astell Scientific,Gravesham,,United Kingdom,11-50 Employees,1884,"Astell offers a range of autoclaves equipped with advanced software that allows for customizable cycle parameters, enhancing versatility and processing speeds. Additionally, Astell provides remote access support for their autoclaves, enabling efficient monitoring and service."
MELAG Medizintechnik,Berlin,,Germany,251-500 Employees,1951,"MELAG is a prominent manufacturer of autoclaves and other infection control products, highlighting its expertise in the sterilization process. The company offers a diverse range of high-quality autoclaves, including innovations like the first small autoclave with automatic venting and advanced Double Chamber Technology, ensuring efficient and reliable sterilization for medical settings."
Sturdy Industrial,New Taipei,,Taiwan,,,"Sturdy is a prominent autoclave manufacturer in Asia, offering advanced sterilization solutions such as the HP Large Autoclave, which features pre-vacuum and other specialized cycles for efficient sterilization in medical and laboratory settings."
Priorclave Ltd,London,,United Kingdom,11-50 Employees,1988,"Priorclave specializes in custom-built steam autoclaves, known for their reliability and robust design, making them a trusted choice for laboratories worldwide. With a global network of distributors and trained service agents, Priorclave ensures comprehensive support for autoclave specification, installation, and maintenance."
Tuttnauer,Breda,,Netherlands,251-500 Employees,1925,"Tuttnauer is a leading manufacturer of autoclaves and other sterilization devices, offering advanced solutions for various sectors, including hospitals and dental practices. With a strong emphasis on enhancing sterile processing and providing comprehensive support, Tuttnauer ensures effective infection control through its innovative products."
LEEDS AND BRADFORD BOILER COMPANY LIMITED(THE),Leeds,,United Kingdom,51-100 Employees,1876,"LBBC Technologies specializes in advanced autoclave design, offering innovative products like the Boilerclave, which ensures rapid pressurization for effective mold dewaxing. Their commitment to safety and efficiency, along with ongoing technical support, makes them a key player in the autoclave manufacturing industry."
Sterilizer Autoclave Solutions,Maiden,,United States,11-50 Employees,2014,"Sterilizer Autoclave Solutions is dedicated to transforming the autoclave and infection control products industry, offering a wide range of autoclaves and sterilizers from leading manufacturers. With a focus on customer service, reliability, and competitive pricing, they have established themselves as a trusted resource for sales, service, and repair in sterilization and infection control."
OpenCell,London,,United Kingdom,11-50 Employees,2018,
ACTINI SAS,Maxilly-sur-Léman,,France,51-100 Employees,1953,"Actini Group specializes in designing and manufacturing air-steam autoclaves for sterilization, capable of processing 30 to 24,000 liters per cycle. Their innovative solutions are tailored to meet the needs of liquid processing and ensure effective sterilization for sensitive loads."
