name,city,state,country,employees,founded,description
Carbon Capture,Pasadena,,United States,11-50 Employees,2019,"The company specializes in direct air capture (DAC) technology, utilizing zero emissions energy and solid sorbents to efficiently filter CO2 from the atmosphere. They offer a carbon removal service that not only captures carbon but also provides third-party verification for the credits generated."
AirCapture,Berkeley,,United States,11-50 Employees,,"Aircapture is focused on deploying Direct Air Capture (DAC) technologies to address atmospheric CO2, viewing it as both a challenge and an opportunity. Their mission includes developing a circular carbon economy, which aligns with innovative projects that transform captured CO2 into valuable products."
Carbon Engineering,Squamish,,Canada,11-50 Employees,2009,"Carbon Engineering has developed a groundbreaking Direct Air Capture technology that captures carbon dioxide directly from the atmosphere, addressing the primary greenhouse gas responsible for climate change. This innovative approach is a key part of the company's commitment to creating a sustainable future and reaching net-zero emissions."
Soletair Power,Lappeenranta,,Finland,11-50 Employees,2016,"Soletair Power specializes in developing modular Direct Air Capture (DAC) technologies that can be integrated into urban infrastructures and commercial building HVAC systems. Their innovative solutions enable the effective capture of CO2 from the air, contributing to global negative emissions efforts."
Svante,Burnaby,,Canada,51-100 Employees,2007,"Svante is a leading provider of carbon capture and removal solutions, specializing in technology that captures and removes CO2 from industrial emissions and the atmosphere. Their innovative approach utilizes unique solid sorbents, making their carbon capture technology scalable and environmentally friendly."
Carbon Clean Solutions,London,,United Kingdom,11-50 Employees,2009,"Carbon Clean highlights its commitment to achieving net zero through advanced carbon capture technologies, including their proprietary solvent that enhances CO2 removal efficiency. Their focus on innovative processes, particularly in sectors like steel-making, underscores the significant opportunities for direct air capture and emissions reduction."
Carbyon,Eindhoven,,Netherlands,11-50 Employees,2019,"Carbyon is dedicated to making direct air capture a cost-effective and scalable solution for addressing climate change. Their technology focuses on removing CO2 from the atmosphere, which is essential for achieving negative emissions and combating climate change effectively."
Heirloom,San Francisco,,United States,1-10 Employees,2020,"Heirloom is focused on restoring balance to the atmosphere by using natural processes to develop a cost-effective Direct Air Capture solution, aiming to remove 1 billion tons of carbon dioxide by 2035."
Air to Earth®,New York,,United States,1-10 Employees,2019,"Air to Earth Solutions LLC is focused on Direct Air Capture (DAC) technologies that enhance efficiency and reduce costs for removing carbon from the atmosphere. Their patented systems aim to support ""net-zero"" corporates in effectively mitigating hard-to-abate emissions, positioning DAC as a key player in the growing carbon removal industry."
The OpenAir Collective,New York,,United States,251-500 Employees,2018,"OpenAir is a volunteer-led network focused on advancing carbon dioxide removal (CDR) through collaborative efforts and innovative projects. Their initiatives and missions, such as ""Thursday: Open Source DAC,"" directly align with the growing emphasis on direct air capture technologies to address climate challenges."
