name,city,state,country,employees,founded,description
Games Global,Douglas,,Isle of Man,,,"The company is dedicated to creating engaging, data-driven gaming experiences that go beyond traditional slots, including table games and various innovative formats. With a diverse portfolio and a focus on delivering significant wins through progressive jackpots, they are committed to pushing the boundaries of online gaming."
Gamesys Group,London,,United Kingdom,1001-5000 Employees,2017,"Gamesys, a Bally's Corporation Company, is a prominent international online gaming operator, strategically positioned for future growth in the dynamic global gaming sector."
International Game Technology,London,,United Kingdom,1001-5000 Employees,1974,"IGT is a prominent player in the gaming industry, offering a diverse range of innovative solutions, including instant tickets, iLottery platforms, and a comprehensive portfolio of content for both traditional and digital gaming. They also provide industry-leading B2B retail betting solutions through IGT PlaySports, emphasizing their commitment to creating gaming trends rather than just following them."
Digital Gaming Corporation,Hertsmere,,United Kingdom,101-250 Employees,2014,DGC – Digital Gaming Corporation is a leading provider of premium online gaming solutions.
NetEnt,Stockholm,,Sweden,1001-5000 Employees,1996,"NetEnt is a prominent provider of gaming solutions, focusing on online casino software and offering a diverse portfolio of over 200 games. Their commitment to innovative gaming platforms and live casino options ensures a superior entertainment experience for users."
BGaming,Valletta,,Malta,51-100 Employees,2018,"The company is involved in the gaming industry, offering engaging experiences for players."
Scientific Games,Las Vegas,,United States,10001+ Employees,1973,"Scientific Games is a global leader in innovative gaming solutions, focusing on enhancing lottery and sports betting programs. With a strong emphasis on driving profits through cutting-edge technology and entertainment experiences, the company is dedicated to shaping the future of gaming."
Golden Race,Málaga,,Spain,251-500 Employees,2006,"The company specializes in providing innovative virtual sports and gaming experiences, ensuring customer engagement around the clock. Their partnership with leading companies positions them as a top B2B provider of gaming and sports betting solutions."
Play Games24x7 Pvt Ltd,Mumbai,,India,501-1000 Employees,2006,"Games24x7 is a prominent player in India's online gaming industry, emphasizing their commitment to connecting people through beloved games. Their core philosophy, the ""Science of Gaming,"" integrates creativity and data science, showcasing their dedication to innovative game development and user experience."
Garena,Singapore,,Singapore,10001+ Employees,2009,"Garena is a prominent online games developer and publisher, renowned for its successful mobile battle royale game, Free Fire, and for licensing popular titles like Arena of Valor and Call of Duty: Mobile. The company also plays a key role in the esports scene, organizing major events and promoting community engagement through gaming."
