name,city,state,country,employees,founded,description
LV Iron & Steel,Las Vegas,,United States,51-100 Employees,2002,"The company specializes in iron and steel services, showcasing expertise in creating exquisite wrought iron gates, doors, and railings for residential properties."
Wrought Iron Design Ltd,Canada,,Canada,1-10 Employees,2006,"Wrought Iron Design Ltd is a specialist in custom wrought iron products and metalworks, emphasizing unique, hand-made designs crafted under the guidance of an experienced Blacksmith Master. They combine traditional techniques with modern technology to create a diverse range of high-quality, contemporary wrought iron pieces."
Atrium Wrought Iron,El Paso,,United States,1-10 Employees,2005,"Atrium Wrought Iron is a specialized manufacturer of custom wrought iron products, offering a wide range of handcrafted items like doors, railings, and gates for both interior and exterior use. With over 10 years of experience, the company emphasizes artisan quality and personalized service, ensuring each project meets high standards."
HMH Iron Design,New York,,United States,11-50 Employees,2008,"HMH Iron Design specializes in custom metal fabrication, offering a range of wrought iron products including railings, fences, and gates for residential homes. Their expertise in design and commitment to quality ensure that they deliver beautiful and functional wrought iron elements, blending ornamental and modern styles."
Mr. Wrought Iron Ornamental Metalwork,Calgary,,Canada,1-10 Employees,1977,"Mr. Wrought Iron is a specialized manufacturer in Calgary, focusing on custom ornamental wrought iron products, including gates, fences, and railings. Their extensive collection and in-house craftsmanship ensure high-quality, aesthetically pleasing designs that enhance both security and property appeal."
Cole Ironcraft Ltd,United Kingdom,,United Kingdom,51-100 Employees,1962,"Cole Ironcraft specializes in innovative design and fabrication processes, offering a complete in-house solution that includes the production of various architectural elements. They provide a range of practical designs, including external and internal balustrades, showcasing their capabilities in both mild steel and aluminum."
Standard Iron Works,United States,,United States,51-100 Employees,1914,"Standard Iron Works is a highly experienced fabricator of miscellaneous iron and structural steel, providing beams and columns for residential and small business projects in the tri-state area. Their modern manufacturing facility and skilled workforce ensure high-quality fabrication and accurate project details."
METALFORM GROUP,South Kesteven,,United Kingdom,11-50 Employees,2011,"METALFORM™ is a prominent manufacturer of high-quality wrought iron products, including fences. With over 20 years of experience, the company combines innovative design with Nordic aesthetics, ensuring that their wrought iron offerings enhance both interior and exterior architecture."
Anderson Iron Works,Upper Dublin Township,,United States,11-50 Employees,1967,"Anderson Ironworks specializes in the design and manufacturing of wrought iron gates, fences, and railings, highlighting their commitment to quality and durability. With a focus on both residential and commercial projects, they offer a range of architectural fabricated and forged metalworks."
Arteferro Miami LLC,Miami,,United States,51-100 Employees,1999,"Arteferro Miami offers a diverse selection of ornamental iron products, proudly featuring Italian wrought iron, making it a key destination for those seeking high-quality wrought iron options for their projects."
