name,city,state,country,employees,founded,description
LawGeex,New York,,United States,101-250 Employees,2014,"Lawgeex is revolutionizing the legal industry with its Contract Review Automation (CRA) that utilizes AI to understand legal language, enhancing the contract review process. By combining advanced AI with human oversight, Lawgeex ensures a thorough and context-aware analysis, making it an essential tool for efficient and accurate legal review."
LexisNexis,City of Albany,,United States,10001+ Employees,1970,"The company provides legal solutions and insights for law firms, corporations, and government agencies, highlighting its focus on data analytics that supports compliance and risk decisioning. Their expertise in legal language analytics for courts further emphasizes their commitment to enhancing legal processes."
Genie AI,London,,United Kingdom,1-10 Employees,2017,"The company specializes in developing innovative software solutions for the legal industry, leveraging advanced technologies like Artificial Intelligence and Natural Language Processing to enhance knowledge management and automate legal contract drafting. Their AI Legal Assistant, Genie, allows users to efficiently draft and review legal documents, making legal processes faster and more accurate."
LegalSifter,Pittsburgh,,United States,11-50 Employees,2013,"The company provides AI-powered contract management solutions that enhance the negotiation and review process, offering both self-service tools for quick legal advice and full-service options with professional lawyers. Their use of artificial intelligence, machine learning, and natural language processing allows for efficient analysis and organization of legal documents, making legal services more accessible and affordable."
LegalAI,Berlin,,Germany,1-10 Employees,2020,"The company aims to democratize access to legal help, providing high-quality and affordable legal advice, which aligns with the growing interest in legal AI solutions. With a team of qualified lawyers, including Dr. Tessia Tober and Dr. Tajan Tober, the company emphasizes expertise in various legal areas."
LegalInside,Palo Alto,,United States,10001+ Employees,2018,"The company specializes in legal technology solutions, providing a platform that enhances law practice management through digital tools, efficient process management, and virtual client acquisition. This positions it as a significant contributor to the advancement of the legal industry."
Legal OS,Berlin,,Germany,11-50 Employees,,"Legal OS is revolutionizing legal AI by automating high-volume legal queries and requests, enabling technology companies to provide accurate responses quickly. This innovative approach helps legal teams manage repetitive requests efficiently, ultimately saving time and generating new revenue."
DISCO,Austin,,United States,501-1000 Employees,2013,"DISCO offers a cloud-native, AI-powered legal solution that enhances eDiscovery and document review. Their Cecilia AI tools provide lawyers with advanced capabilities for summarizing and analyzing legal documents quickly, making it a valuable resource for legal professionals seeking efficient and cost-effective solutions."
Expert.ai,Boston,,United States,251-500 Employees,1989,"Expert.ai utilizes AI to enhance legal processes by automating document reading, which accelerates the extraction of relevant data and ensures contract certainty. This capability helps minimize operational risks and improves decision-making in claims management and underwriting."
AILaw,San Jose,,United States,11-50 Employees,2017,"AILaw Inc. is a legal technology platform that leverages artificial intelligence and machine learning to enhance non-litigation processes, making it a valuable resource for legal professionals. Their solutions focus on improving efficiency in tasks like immigration petitions, corporate compliance, and trademark applications."
