name,city,state,country,employees,founded,description
Access World,Switzerland,,Switzerland,1001-5000 Employees,1933,"Access World provides comprehensive stevedoring services at its locations for all vessel types, ensuring safe and efficient loading and unloading. Their highly trained stevedoring teams utilize expertise and machinery to handle cargo directly from the vessel to the quayside and into storage."
C3,Tauranga,,New Zealand,1001-5000 Employees,,"C3 Limited specializes in stevedoring and product handling solutions, managing over 6 million tonnes of cargo annually. Their experienced teams provide tailored, safe, and efficient handling for various cargo types, ensuring quick vessel turnaround and seamless logistics throughout the process."
C. Steinweg Group,Rotterdam,,Netherlands,501-1000 Employees,1847,"C. Steinweg Group offers specialized stevedoring services, coordinating the loading and unloading of vessels globally, leveraging both its own facilities and partnerships with local port authorities. This ensures a seamless service that can be integrated with other logistics components, such as warehousing and inland transportation."
Western Stevedoring Company Limited,North Vancouver,,Canada,51-100 Employees,1991,"Western Stevedoring is a leading provider of stevedoring services in British Columbia, specializing in the handling of various cargo types, including forestry products, steel, grain, bulk materials, and automobiles. With decades of experience and a commitment to innovative and safe operations, they ensure efficient cargo movement through their extensive network of ports."
Western Group,North Vancouver,,Canada,501-1000 Employees,,"The company specializes in stevedoring services, expertly handling various types of cargo, including forestry products, steel, grain, and project cargo, across multiple ports in British Columbia. With over seven decades of experience, they prioritize innovative solutions and exceptional customer care, ensuring safe and efficient operations for diverse logistics needs."
Supermaritime Group,Rotterdam,,Netherlands,251-500 Employees,1989,"Supermaritime is a maritime service provider that offers stevedoring and cargo handling services, along with storage solutions and supply base services. Their dedicated terminal in Vlissingen is specifically equipped for stevedoring and project cargo handling."
Theme Logistics and Management Pvt Ltd,India,,India,251-500 Employees,,"Theme Logistics specializes in terminal operations and comprehensive logistics activities, offering integrated solutions for the handling of various cargo types, including dry bulk and break bulk. Their expertise in sea and rail terminal operations makes them well-equipped to manage the stevedoring process effectively."
Sarens Nass Middle East W.L.L,Al-Hidd,,Bahrain,1001-5000 Employees,2003,"Sarens Nass Middle East (SNME) offers specialized stevedoring services, ensuring safe and efficient loading and unloading of cargo through a professional team and advanced equipment. Their expertise in handling general cargo vessels further enhances their commitment to customer satisfaction."
South Africa Cargo Services,Durban,,South Africa,251-500 Employees,1992,"South Africa Cargo Services, also known as SA Cargo, specializes in stevedoring and logistics solutions at major seaports in South Africa. With over 25 years of experience, they offer a comprehensive range of stevedoring services, including container stevedoring, and handle various types of cargo, ensuring efficient operations from ship to shore."
LINX Cargo Care Group,Sydney,,Australia,1001-5000 Employees,2016,"LINX Cargo Care Group boasts over 100 years of stevedoring experience, specializing in project cargo, break bulk, and bulk commodities. Their extensive expertise in port management and logistics enhances their capability to handle diverse cargo types effectively."
