name,city,state,country,employees,founded,description
Switchgears & Structurals ( India ) Pvt Ltd,Hyderabad,,India,251-500 Employees,1982,"The company has evolved from manufacturing 11kV AB Switches to becoming the leading manufacturer of Disconnectors, offering a wide range of products from 11kV to 765kV, including Switchgear and related components. Their commitment to quality and engineering expertise ensures effective switching solutions tailored to specific applications."
Safety Electrical Group-SEG,Dubai,,United Arab Emirates,51-100 Employees,1982,"The Safety Electrical Group (SEG) is a prominent electrical company in the MENA region, specializing in low voltage (LV) switchgear components from leading brands like ABB. With over 20 years of experience, SEG not only assembles and manufactures switchgear but also emphasizes strong relationships with clients and partners."
Capital Switchgear,The Municipal District of Castlecomer,,Ireland,51-100 Employees,2012,"Capital Switchgear specializes in manufacturing Low Voltage switchgear solutions, offering a wide range of products designed for Data Centers and industrial applications. Their expertise in delivering tailored switchgear solutions ensures compliance with high standards, making them a key player in mission-critical projects."
Switchgear Support,United Kingdom,,United Kingdom,1-10 Employees,2007,"Switchgear Support Ltd is a specialized manufacturer and service provider of high-voltage switchgear solutions, boasting over 40 years of experience. They offer a wide range of products and services, including upgrades, modifications, and site services, with particular expertise in medium-voltage switchgear projects."
Switchgear Power Systems,Winneconne,,United States,11-50 Employees,,"Switchgear Power Systems specializes in manufacturing custom switchgear and electrical power distribution equipment, offering highly tailored products for diverse customer needs. Their commitment to competitive pricing and quality ensures efficient and reliable solutions, making them a key player in the switchgear industry."
L&T Electrical & Automation,Mumbai,,India,10001+ Employees,,"Lauritz Knudsen Electrical and Automation offers a comprehensive portfolio of low-voltage and medium-voltage switchgear, highlighting its expertise in electrical distribution and control solutions. The company also operates six Switchgear Training Centres, providing specialized training to enhance knowledge and skills in switchgear components."
Switchgear Systems Ltd,Rugby,,United Kingdom,11-50 Employees,,"Switchgear Systems Ltd specializes in manufacturing a wide range of electrical switchgear, offering products from 20A to 7000A for various industrial applications. Their offerings include isolators, switchfuses, changeover switches, and more, all customizable to meet specific requirements."
LS ELECTRIC India,Bengaluru,,India,10001+ Employees,1974,"LS ELECTRIC specializes in Low Voltage and Medium Voltage Switchgears, offering customized solutions that enhance productivity and drive innovation in various industries. Their commitment to sustainability and cutting-edge technology positions them as a trusted partner for businesses seeking to optimize energy usage and harness renewable power sources."
Schneider Electric Norge,Rueil-Malmaison,,France,10001+ Employees,,"The company, Schneider Electric, emphasizes its expertise in optimized electrical distribution systems and advanced fault management, which are essential for reliable switchgear operations. Their EcoStruxure solutions for Power and Grid highlight a commitment to enhancing grid reliability and supporting a low-carbon future."
Electrical Wholesalers New England,Stoughton,,United States,1001-5000 Employees,2006,"Electrical Wholesalers offers specialized switchgear services, emphasizing their commitment to high-quality support for electrical contractors across residential, commercial, and industrial sectors. Their experienced local team ensures expert service throughout Massachusetts, Rhode Island, and New Hampshire."
