name,city,state,country,employees,founded,description
Geohoney,Dubai,,United Arab Emirates,251-500 Employees,2017,"Geohoney is a manufacturer of high-quality honey, offering a diverse range of products including raw and monofloral honey varieties. The company's commitment to sustainable beekeeping and environmental stewardship enhances its reputation as a leading supplier of natural organic honey."
Valeo Foods UK,South Oxfordshire,,United Kingdom,501-1000 Employees,,"The company specializes in producing and distributing high-quality, 100% pure honey sourced from around the world, including a selection of fine British honeys."
HoneyBee & Co.,High Wycombe,,United Kingdom,1-10 Employees,2020,"HoneyBee & Co. is dedicated to showcasing the rich flavors of honey from small producers across Europe, offering a variety of raw honey options, including Acacia and British Wild Flower Honey. Their commitment to sustainability and support for local beekeepers highlights the importance of preserving bee populations while delivering high-quality, environmentally friendly honey products."
Hilltop,Newtown,,United Kingdom,51-100 Employees,2011,"Hilltop Honey offers a variety of honeys and is committed to providing safe, quality products. The company was founded by Scott, who started beekeeping as a hobby and has since expanded from his backyard to a dedicated headquarters, emphasizing the craftsmanship behind their honey."
Walker Honey Farm,Rogers,,United States,11-50 Employees,1930,"Walker Honey Farm is dedicated to providing wholesome, natural, local honey products, reflecting their deep connection to beekeeping."
The Honey Company,Dominican Republic,,Dominican Republic,1-10 Employees,2012,"The Honey Company is a prominent manufacturer and distributor of various types of honey, including raw and spreadable honey. Their commitment to quality and sustainability is evident through their small apiary and support for local producers."
El Rashidi El Mizan Confectionery Factories,Cairo,,Egypt,1001-5000 Employees,,"El Rashidi El Mizan offers a variety of honey products, including honey jars and portion packs, highlighting its commitment to natural and healthy food items."
HONEYGREEN,Spain,,Spain,11-50 Employees,1994,"HoneyGreen+ focuses on natural ingredients to provide healthy alternatives that positively impact consumer health and nutrition, aligning with their commitment to environmental care. Their expertise in natural products, including those sourced from beehives, positions them as a key player in promoting healthier consumer habits."
Apis India Ltd,New Delhi,,India,1001-5000 Employees,1925,"Apis India Limited specializes in natural honey, processing over 100 tonnes daily and offering a diverse range, including specialized varieties like ginger and organic honey. Their products meet stringent international standards, ensuring quality and safety."
Beekeeper,Zurich,,Switzerland,101-250 Employees,2011,Beekeeper is a service provider that offers a mobile-first platform designed to enhance communication and productivity for frontline workers. Their solutions aim to streamline processes and improve operational efficiency in industries like retail and hospitality.
