name,city,state,country,employees,founded,description
Galaxy Insulation and Dry Lining Limited,Sheffield,,United Kingdom,251-500 Employees,2009,"Galaxy Insulation and Dry Lining specializes in providing a wide range of acoustic insulation products, including Class A Acoustic Wall Panels, Ceiling Rafts, and Baffles. Their experienced team offers tailored acoustic solutions for various settings such as offices, schools, and leisure centers, ensuring fast product availability to meet diverse customer needs."
KAEFER Integrated Services,City of Perth,,Australia,501-1000 Employees,1918,"KAEFER Australia specializes in acoustic insulation, offering innovative and tailored solutions to effectively manage noise and vibrations. Their services include comprehensive noise measurement and analysis, development of customized noise protection measures, and optimization of acoustics in various environments, ensuring compliance with international standards."
AIC Ltd,Middlesbrough,,United Kingdom,11-50 Employees,2016,"AIC Ltd offers acoustic insulation solutions designed to absorb noise, creating a serene work environment, particularly beneficial for industrial facilities and production studios. Their services help mitigate noise pollution, ensuring compliance with environmental regulations and enhancing overall productivity and safety for employees."
CSR Martini,Sydney,,Australia,251-500 Employees,1995,"CSR Martini specializes in high-quality, environmentally sustainable polyester fiber products that offer superior acoustic insulation. Their premium acoustic insulation is designed to absorb echo and reduce reverb, making it ideal for enhancing the acoustics of various commercial and residential spaces."
Rockfon,London,,United Kingdom,251-500 Employees,1962,"Rockfon specializes in innovative acoustic solutions, offering a wide range of products such as acoustic ceilings and wall panels that enhance sound absorption and control. Their stone wool products not only improve acoustics but also provide durability and sustainability, making them ideal for various environments."
Silence Acoustic®,Mumbai,,India,51-100 Employees,2009,"Silence Acoustic™ specializes in sound treatment solutions, offering a comprehensive range of high-quality Sound Absorbing Insulation Materials designed for maximum sound absorption and diffusion. With over two decades of expertise, the company ensures optimal acoustic performance in various environments, including auditoriums, studios, and commercial spaces."
KAEFER in SEA,Masai,,Malaysia,1001-5000 Employees,1992,"KAEFER specializes in acoustic insulation, offering tailored solutions to effectively manage noise and vibrations. Their comprehensive services include advanced noise measurement and analysis, the development of customized sound absorbers and acoustic enclosures, and the implementation of noise protection measures, particularly in offshore facilities and industrial plants."
Pyrotek,Spokane,,United States,1001-5000 Employees,1972,"Pyrotek® specializes in high-performance acoustic insulation solutions, particularly in marine applications. Their U SEA PROTECT product offers outstanding acoustic insulation, ensuring a comfortable environment by effectively reducing noise, making it ideal for use under floating floors in passenger liners and commercial shipping."
CSR Bradford,Sydney,,Australia,501-1000 Employees,1934,"Bradford Insulation specializes in acoustic insulation solutions that effectively reduce unwanted noise in both new and existing homes. Their products, such as SoundScreen and Polymax Acoustic Wall Batts, are designed to absorb sound and minimize noise transfer, enhancing comfort and privacy in residential spaces."
Acousti Engineering Company of Florida,Orlando,,United States,51-100 Employees,1946,"Acousti specializes in interior construction solutions, offering a variety of products and services, including acoustical ceilings and soundproofing systems. Their expertise in innovative construction materials and high-quality workmanship makes them a key player in providing effective acoustic insulation for commercial and institutional applications."
