name,city,state,country,employees,founded,description
Electronic Warfare Associates,Herndon,,United States,251-500 Employees,1977,"The company specializes in Electronic Warfare, highlighting its commitment to enabling a more secure future with over 40 years of experience."
Evolving Resources,Camarillo,,United States,101-250 Employees,1994,"ERI specializes in a complete range of engineering services, which includes expertise in Electronic Warfare. Their commitment to providing necessary resources and expertise ensures they can handle diverse challenges in this field."
SRC,Town of Clay,,United States,1001-5000 Employees,1957,"SRC, Inc. is a not-for-profit research and development company focused on advanced electronic warfare (EW) and processing technologies that enhance defense operations. Their innovations support warfighters by providing actionable intelligence and enabling effective naval missions in complex environments."
Mercury Systems,Andover,,United States,1001-5000 Employees,1981,"Mercury Systems specializes in developing innovative solutions for electronic warfare (EW), providing advanced technology that supports directed energy weapons and electronic protection systems. Their focus on adapting commercial technology ensures that their EW solutions remain at the forefront of spectrum control and mission-critical processing."
TERMA Group,Lystrup,,Denmark,1001-5000 Employees,1949,"Terma specializes in providing mission-critical solutions in defense and security, including advanced technology for electronic warfare (EW) integration. Their expertise in system integration and commitment to protecting people and assets align directly with the needs of the electronic warfare sector."
"Ewa Government Systems, Inc.",Herndon,,United States,51-100 Employees,2002,"EWA Government Systems Inc. (EWA GSI) is a leading organization in Electronic Warfare, with over 40 years of experience and expertise in threat systems, simulation, and EW software/hardware products. Their focus on Cyber Security and innovative tools for tracking and intercepting demonstrates their commitment to enhancing security through advanced electronic warfare capabilities."
Datapatterns India,Chennai,,India,501-1000 Employees,1985,"Data Patterns is a specialized provider of Defence and Aerospace electronics solutions, with a strong focus on developing high reliability products for the defense sector. Their expertise and capability in delivering complex programs quickly highlight their commitment to advancing technologies like Electronic Warfare."
Bird Technologies,Solon,,United States,251-500 Employees,1942,"Bird is a trusted authority in RF communications, specializing in RF spectrum signal analysis crucial for electronic warfare. With over 80 years of industry experience, Bird sets new standards in RF test and measurement, making it a critical choice for mission-critical applications."
EDGE Group,Abu Dhabi,,United Arab Emirates,10001+ Employees,,
DEWC,-,,-,,,"DEWC Services is a veteran-owned company specializing in electronic warfare (EW) and has been supporting the Australian Defence Force (ADF) in enhancing its EW and intelligence, surveillance, and reconnaissance (ISR) capabilities since 2011. With a team of experienced engineers and technicians, DEWC Services focuses on mastering the electromagnetic spectrum to ensure effective C4ISREW capabilities for Defence clients."
