name,city,state,country,employees,founded,description
Iterable,San Francisco,,United States,501-1000 Employees,2013,"The company specializes in email marketing through its customer activation platform, which enhances engagement with personalized and dynamic communications. Their services include automation for sophisticated email campaigns, helping brands create effective interactions throughout the customer lifecycle."
Constant Contact,Waltham,,United States,1001-5000 Employees,1998,"Constant Contact offers an easy-to-use email marketing automation tool designed to help small businesses drive sales and engagement efficiently. Their A.I.-powered software provides content options and integrates with popular apps, making it simpler to enhance email campaigns and achieve results quickly."
mailercloud,London,,United Kingdom,11-50 Employees,2013,"Mailercloud is an all-in-one email marketing tool designed to help businesses create, send, and track their email campaigns with ease. It emphasizes collaboration, integrity, and a commitment to advancing your email marketing strategy."
Benchmark Email,St. Louis,,United States,101-250 Employees,2004,"Benchmark Email provides a comprehensive email marketing solution that simplifies the creation and distribution of engaging campaigns. With features like automated follow-ups and customizable signup forms, it helps businesses effectively guide customers through their journey and enhance engagement."
Maropost,Canada,,Canada,251-500 Employees,2011,"Maropost offers a powerful email marketing platform that enables users to create personalized emails and optimize campaigns, ensuring high deliverability and engagement. With features like dynamic content and an email journey builder, Maropost equips brands to effectively connect with their audience through email marketing."
Citrix,Fort Lauderdale,,United States,5001-10000 Employees,1989,"Pushwoosh offers a behavior-based email marketing tool that enhances user engagement and conversions through personalized, automated messaging. Their platform allows for omnichannel lifecycle messaging, leveraging real-time user behavior to create targeted email campaigns."
Campaign Monitor,Nashville,,United States,251-500 Employees,2004,"Campaign Monitor specializes in email marketing, offering a platform and services designed to drive results and build customer loyalty. Their team of strategists provides insights to maximize ROI, ensuring effective email campaigns that enhance customer journeys."
SendGrid,Denver,,United States,251-500 Employees,2009,"SendGrid offers a specialized email marketing solution designed to enhance inbox placement and engagement. Their optimized tools and streamlined workflows ensure effective and compliant email delivery, allowing customers to execute successful marketing campaigns."
Enginemailer,Petaling Jaya,,Malaysia,11-50 Employees,2016,"Enginemailer offers comprehensive email marketing solutions tailored for businesses of all sizes, allowing for personalized communication that enhances conversions and customer loyalty. With features like customizable templates and the ability to send up to 10,000 free emails per month, it is ideal for freelancers, SMEs, and enterprises."
WhatCounts,Atlanta,,United States,51-100 Employees,2000,"WhatCounts specializes in email marketing, offering a variety of solutions for campaign management and personalization. Their platform enables marketers to create targeted and engaging email campaigns through advanced data integration and omnichannel strategies."
