name,city,state,country,employees,founded,description
Avon,Northampton,,United Kingdom,10001+ Employees,1886,"Avon offers a Frozen Body Wash, which is a mild formula suitable for sensitive skin, enriched with aloe, chamomile, and vitamin E to gently cleanse and refresh. This product reflects the company's commitment to providing a wide range of beauty essentials."
WOW Skin Science India Ltd,Bengaluru,,India,501-1000 Employees,2016,"BuyWOW offers a premium foaming body wash, the WOW Skin Science Valencia Orange & Ginger Foaming Body Wash, which features natural ingredients like Shea Butter, Ginger, and Orange Essential Oils, designed to leave your skin soft and rejuvenated."
European Wax Center,Plano,,United States,1001-5000 Employees,2004,"European Wax Center offers a fragrance-free body wash that prevents ingrown hairs, gently exfoliates, and keeps skin clean while minimizing hair regrowth between waxes."
Dr. Squatch,United States,,United States,251-500 Employees,2013,"Dr. Squatch offers a Natural Body Wash for Men that comes in both exfoliating and non-exfoliating options, emphasizing a moisturizing formula enriched with natural ingredients. This focus on quality and craftsmanship sets their body wash apart from synthetic alternatives."
Avon Product,New York,,United States,10001+ Employees,1886,"Skin So Soft Pure Nature offers the Black Suede Ultimate Body Wash, which features a rich lathering formula with soothing aloe, moisturizing glycerin, and vitamin E, designed to leave skin feeling clean and smooth."
Dermalogica,Carson,,United States,501-1000 Employees,1986,"Dermalogica offers a Conditioning Body Wash, which is a rich, skin-conditioning botanical cleanser suitable for the entire body, highlighting the company's focus on professional-grade skin care products."
Birchbox,New York,,United States,251-500 Employees,2010,"Birchbox offers a variety of premium beauty products, including the Awaken Body Wash, which is designed to enhance your skincare routine. Their customizable subscription service helps you discover products that cater to your preferences, ensuring you find items that make you look and feel great."
Woosh Washrooms,Test Valley,,United Kingdom,11-50 Employees,1995,"Woosh offers a range of wholesale hair and body wash products, including a luxury 5-litre body wash that is eco-friendly and gentle on the skin. Their commitment to high-quality and cost-effective solutions makes them a trusted partner for facilities managers and property agents across the UK."
Bluemercury,Washington,,United States,501-1000 Employees,1999,"Bluemercury offers Dermalogica Conditioning Body Wash, a rich, soap-free gel that cleanses and moisturizes the skin, leaving it soft and silky."
Essential Wholesale,Portland,,United States,51-100 Employees,2000,"Essential Labs offers a Simple Body Wash that is sulfate-free, highlighting their commitment to natural and organic formulations. With over 20 years of experience, they provide custom formulation services and responsibly-sourced ingredients for various brands and DIY makers."
