name,city,state,country,employees,founded,description
Weeks Marine Inc.,Cranford,,United States,1001-5000 Employees,1919,"Weeks Marine, Inc. is a prominent player in the marine construction and dredging sector, offering a diverse array of services and a robust fleet of advanced equipment."
Global Marine,Chelmsford,,United Kingdom,501-1000 Employees,,"Global Marine is a prominent manufacturer and service provider that specializes in engineering and underwater services, particularly for the telecoms and oil & gas sectors. They offer a range of solutions, including subsea fiber optic cable installation and maintenance, utilizing advanced technology and a dedicated fleet to ensure reliable and innovative subsea engineering."
Marine Services Company Ltd.,Ақсай қалалық әкімдігі,,Kazakhstan,501-1000 Employees,1975,"Marine Services Co., Ltd. specializes in marine engineering and repair, offering comprehensive consultancy and technical solutions for both shore-based and offshore installations. Their services include marine contracting, underwater diving, and sophisticated offshore inspections, making them a key player in the marine equipment sector."
SMEC Automation,Kochi,,India,501-1000 Employees,,"SMEC Marine Automation is a key player in the marine sector, offering a comprehensive range of automation solutions and specialized technical consulting services. Their expertise includes various control and monitoring systems, making them a valuable resource for marine equipment needs."
Marine Electricals (India) Limited,Mumbai,,India,501-1000 Employees,1978,"Marine Electricals is a leading supplier of electrical and automation equipment for marine applications, specializing in low and medium voltage solutions. With over 34 years of experience, the company caters to sectors like shipbuilding and naval operations, focusing on high-quality, innovative, and cost-effective solutions."
Van Oord,Rotterdam,,Netherlands,1001-5000 Employees,1868,"Van Oord is a leading international contractor specializing in dredging and marine engineering, offering innovative solutions for marine infrastructure and offshore projects. Their expertise and investment in advanced equipment underscore their commitment to addressing maritime challenges and supporting sustainable infrastructure development."
Northern Marine Group,Clydebank,,United Kingdom,5001-10000 Employees,,"Northern Marine Group is a global service provider that specializes in ship management and marine services, offering a wide range of marine equipment and supplies to ports and offshore assets. Their expertise includes sourcing and procuring ship stores and marine equipment for various types of vessels."
Marine Instruments,Nigrán,,Spain,51-100 Employees,2003,"Marine Instruments specializes in the development and manufacture of electronic equipment designed for marine environments, emphasizing innovation and sustainability in the fishing sector. Their commitment to protecting ocean resources and in-house production ensures the delivery of robust and reliable marine equipment."
V.Group,London,,United Kingdom,10001+ Employees,1984,"The company, V.Group, is a global leader in marine services, offering a wide range of support including technical consulting and supply chain logistics for the maritime industry. Their expertise in crew management and technical ship management directly relates to the marine equipment sector."
Spanopoulos Group,Skaramangas,,Greece,501-1000 Employees,1965,"Spanopoulos Group is a well-established manufacturer and service provider in the maritime sector, offering a wide range of marine services, including maintenance and refurbishment of boats and mega yachts. Their extensive experience and innovative fleet underscore their commitment to operational efficiency and customer satisfaction in marine activities."
