name,city,state,country,employees,founded,description
Boots Pharmaceuticals,Nottingham,,United Kingdom,10001+ Employees,1849,"Boots is the UK's leading health and beauty retailer, offering a wide range of products and being the top destination for beauty and healthcare. With over 2,100 stores and a strong portfolio of brands, Boots emphasizes its commitment to health and wellbeing."
Boots UK,United Kingdom,,United Kingdom,10001+ Employees,1849,"Boots emphasizes care and support in their work environment, highlighting their commitment to creating an inclusive atmosphere and offering meaningful benefits. They invite individuals to explore career opportunities across various sectors, including pharmacy and retail."
Jones Bootmaker,United Kingdom,,United Kingdom,501-1000 Employees,1857,"Jones Bootmaker specializes in high-quality footwear, offering a wide range of boots that emphasize exceptional craftsmanship. With a rich history since 1857 and a strong online presence, the company is dedicated to delivering quality products and an exceptional shopping experience."
Safeaid Ltd,Havant,,United Kingdom,11-50 Employees,1976,"Safeaid is a manufacturer specializing in safety footwear, including boots, and offers a range of personal protective equipment (PPE) for various industries, particularly rail. Their in-house brand, Signal, is recognized for quality and reliability in workwear and safety gear."
Boots Horse,Osvaldo Cruz,,Brazil,51-100 Employees,2013,"Boots Horse is a manufacturer that specializes in high-quality textile products for competitors and their animals in extreme sports, emphasizing safety and performance through innovative solutions."
Zappos,Las Vegas,,United States,1001-5000 Employees,1999,"Zappos is an e-commerce retailer that specializes in selling a variety of footwear, including the Roper Performance 2-Eyelet Ankle Boot. The company is known for its exceptional customer service and commitment to creating a positive shopping experience."
Bootsgrid Pvt. Ltd.,Madurai,,India,11-50 Employees,2016,"Bootsgrid Technologies successfully met all expectations, providing frequent updates and quick responses to queries, making it a valuable partner for the entire process."
SB Leathers Pvt. Ltd.,Kanpur,,India,251-500 Employees,2003,"SB Leathers Pvt. Ltd. specializes in the production of premium quality leather boots, including Western Cowboy Boots, ensuring high standards and sustainable practices in their manufacturing processes."
Muddy Boots Software,Ross-on-Wye,,United Kingdom,101-250 Employees,1995,"Muddy Boots Software Ltd. has rapidly advanced in the supply chain, collaborating with major fresh produce retailers and food brands worldwide, particularly after becoming part of the TELUS family. This partnership has enhanced their capability to develop digital supply chain solutions, supporting clients in achieving sustainability goals."
Brighton Collectibles,El Monte,,United States,1001-5000 Employees,,"Brighton offers a variety of stylish accessories, including footwear, and currently features the Wonder Boots for sale online."
