name,city,state,country,employees,founded,description
The Beverage Company,Johannesburg,,South Africa,1001-5000 Employees,2018,"BevCo is a prominent South African beverage company that produces premium carbonated soft drinks, highlighting its commitment to innovation and quality in the local market."
SodaStream,Lod,,Israel,1001-5000 Employees,1991,"SodaStream specializes in eco-friendly sparkling water makers that allow consumers to create their own flavored sparkling water at home, offering a healthier alternative to traditional soft drinks. This innovative approach not only enhances the drinking experience but also reduces single-use plastic bottle consumption."
MATTHEW CLARK BIBENDUM (HOLDINGS) LIMITED,Bristol,,United Kingdom,1001-5000 Employees,2007,"Matthew Clark is a nationwide drinks distributor that offers an extensive range of soft drinks, including popular brands like 7 Up and Appletiser, suitable for various occasions. Their commitment to meeting product needs and providing next-day delivery ensures that hospitality venues can easily stock a diverse selection of soft beverages."
Hindustan Coca-Cola Beverages Pvt Ltd,Bengaluru,,India,5001-10000 Employees,1997,"HCCB, a leading beverage manufacturing company in India, produces a wide range of soft drinks, including sparkling drinks and fruit juices. With a commitment to quality and sustainability, HCCB ensures that its products cater to diverse consumer preferences."
The Coca-Cola Company,Atlanta,,United States,10001+ Employees,1892,"Topo Chico is a manufacturer of bottled and canned soft drinks, offering a variety of beverages including fruit juices and drinks, with a commitment to high quality and refreshment."
Dubai Refreshment P.J.S.C. - Pepsi Cola Bottler,Dubai,,United Arab Emirates,501-1000 Employees,1959,"DRC is a prominent food and beverage manufacturing and distribution company in the lower Gulf, notably introducing the Pepsi range of products to the UAE nearly 60 years ago. As the sole franchisee and distributor for PepsiCo, DRC ensures that soft drinks are widely available throughout the region."
Coca-Cola Bottling Co.,Charlotte,,United States,10001+ Employees,1902,"Coca-Cola Consolidated is the largest Coca-Cola bottler in the United States, offering a diverse range of nonalcoholic beverages, including both sparkling and still options, to meet consumer demands. With over 120 years of experience, the company is dedicated to serving its communities through a broad portfolio of beverages and services."
CO-RO,Frederikssund,,Denmark,1001-5000 Employees,1942,"CO-RO is a leading provider of fruit-based soft drinks, offering over 3.5 billion servings annually. Their high-quality, refreshing beverages are enjoyed in more than 80 countries, transforming ordinary moments into extraordinary experiences."
Coca Cola USA,Atlanta,,United States,10001+ Employees,1944,"Coca-Cola's Value Collection offers a crisp taste that enhances shared meals, making it perfect for enjoying soft drinks with family and friends."
Coca-Cola Beverages Northeast,Bedford,,United States,1001-5000 Employees,1977,"Coca-Cola Beverages Northeast is a prominent distributor of Coca-Cola soft drinks in the Northeast U.S., offering a diverse range of beverage products."
