name,city,state,country,employees,founded,description
esmo group,Rosenheim,,Germany,,,"Custom automation systems engineered end-to-end – from concept to commissioning – covering the entire production process and enabling efficient, scalable, and highly reliable manufacturing."
WestRock,Norcross,,United States,10001+ Employees,1953,"WestRock specializes in designing and manufacturing custom packaging machinery, offering precision semi- and fully automatic systems tailored to showcase products effectively. Their commitment to sustainable, fiber-based packaging solutions aligns with innovation and collaboration to meet customer needs."
Masipack,São Paulo,,Brazil,501-1000 Employees,1987,"Masipack is a leading packaging machine manufacturer in the Latin American market, specializing in customizable packaging equipment for various sectors, including pharmaceuticals and cosmetics. With a commitment to innovative packaging solutions, Masipack provides a wide range of machinery designed to meet diverse business needs."
Atlantic Packaging Corp.,Wilmington,,United States,501-1000 Employees,1946,"The company emphasizes its commitment to providing optimal packaging solutions that protect products effectively and consistently. With nearly 70 years of experience, Atlantic Packaging has established itself as a leader in industrial packaging, focusing on customer needs and continuous innovation."
Pearson Packaging Systems,Spokane,,United States,101-250 Employees,1995,"Pearson Packaging Systems offers a comprehensive range of packaging machinery designed to automate and optimize the end-of-line packaging process, catering specifically to high-volume manufacturing environments. Their portfolio includes essential equipment such as box formers, packers, closers, and palletizers, ensuring that production goals are met efficiently and effectively."
Mespack,Santa Perpètua de Mogoda,,Spain,51-100 Employees,2002,"Mespack is an international manufacturer of packaging machinery, offering a diverse product portfolio that serves various markets, including food and beverage, pharmaceuticals, and cosmetics. Their mission is to provide industry-leading performance through innovative design and exemplary service, making them a key player in the packaging machinery sector."
MM Packaging,Vienna,,Austria,5001-10000 Employees,1898,"MM Packaging is a leading manufacturer of folding cartons, particularly for detergent and food packaging, highlighting its expertise in packaging solutions. With a strong global presence and advanced technology, the company effectively serves both large volume and premium markets."
Tekpak Automation Ltd,The Borough District of Wexford,,Ireland,11-50 Employees,1999,"Tekpak specializes in designing and manufacturing customized packaging machinery, particularly for high-volume producers in the Pharmaceutical and Food sectors. Their expertise includes robotic pick and place systems, case packers, and complete packaging line automation solutions."
Pitreavie Packaging,Glenrothes,,United Kingdom,51-100 Employees,2009,"The company specializes in manufacturing a variety of corrugated boxes, including those designed for automated case erecting lines, addressing common packaging challenges like taping and sealing. They emphasize innovation and research in packaging, offering solutions that can enhance efficiency, reduce costs, and improve sustainability through optimized design and automation."
Maxpack Machinery,Miami,,United States,11-50 Employees,2015,"Maxpack Machinery is a leading packaging machinery manufacturer that utilizes robotic technology, IIoT, and automation to create innovative packaging solutions. Their expertise positions them as a top choice for growth-stage companies seeking advanced packaging machinery."
