name,city,state,country,employees,founded,description
Johnstown Wire Technologies,Johnstown,,United States,501-1000 Employees,1911,"Johnstown Wire offers direct drawn wire, which is relevant to the wire drawing process."
Ugitech,Ugine,,France,1001-5000 Employees,,"Ugitech specializes in manufacturing stainless drawn wires, which are relevant to the wire drawing process. Their product range also includes stainless bars and wire rods, catering to various industries such as automotive and aerospace."
Sidenor Aceros Especiales,Basauri,,Spain,1001-5000 Employees,1999,"Sidenor offers a range of drawn wires used for manufacturing clamping pieces like screws and rivets, as well as other products such as bearing balls. Their drawn wires are available in various steel types, ensuring high quality and machinability."
Central Wire Industries UK Ltd.,Rotherham,,United Kingdom,51-100 Employees,1983,"Central Wire Industries specializes in wire drawing, manufacturing round and spring wire in various alloys with precise tolerances and tensile strengths. Their expertise includes custom profile wires, supporting diverse applications, particularly in the oil and gas industry."
Tata Steel,Mumbai,,India,10001+ Employees,1907,"Tata Steel is a prominent manufacturer of steel wire, making it a key player in the wire drawing industry. With a diverse product range and a commitment to innovation, Tata Steel meets the needs of various sectors through its high-quality steel wire offerings."
Crayon Group,Oslo,,Norway,501-1000 Employees,1993,"Crayon is a global service provider that specializes in custom software solutions and cloud consulting, which may relate to the technological aspects of wire drawing. Their expertise in digital transformation and optimizing technology environments could be relevant for businesses looking to enhance their wire drawing processes through advanced software and cloud strategies."
Jain Tools and Dies Private Limited,Gurugram,,India,251-500 Employees,2007,"Jain Tools and Dies specializes in the design, development, and manufacturing of tungsten carbide dies specifically for the wire and fastener industries. Their commitment to high-quality tooling solutions ensures durability and consistency in their products."
WireCo WorldGroup,Prairie Village,,United States,1001-5000 Employees,1931,"WireCo is a leading manufacturer in the wire industry, emphasizing a consultative approach to deliver tailored solutions for various applications. Their commitment to quality and technical expertise ensures enhanced product performance and value for customers."
Berkenhoff,Reichelsheim (Wetterau),,Germany,251-500 Employees,1989,"Als an international leading manufacturer of high-quality precision wires from non-ferrous metals, the company specializes in wire drawing for applications such as spark erosion, welding, and soldering. Their product portfolio includes over 30 million kilometers of precision wire annually, highlighting their expertise and commitment to quality in the wire drawing industry."
ITW Drawform,Zeeland,,United States,251-500 Employees,1976,"The company, ITW Drawform, specializes in precision stamping solutions and offers a range of value-added processes and technologies. They emphasize their expertise in product design and process optimization, which could be relevant for wire drawing applications."
