name,city,state,country,employees,founded,description
BW Offshore,Oslo,,Norway,1001-5000 Employees,1982,"BW Offshore specializes in innovative floating production solutions, particularly through the design, conversion, and operation of Floating Production Storage and Offloading (FPSO) units. With a proven track record of 40 FPSO conversions and a fleet of 8 units, the company is committed to developing tailored offshore energy solutions."
American Bureau of Shipping (ABS),Spring,,United States,5001-10000 Employees,1862,"ABS is a global leader in the classification and safety of Floating Production Storage and Offloading (FPSO) units, having classified the first FPSO in U.S. waters and currently overseeing the majority of the world's FPSOs. The company enhances FPSO safety and performance through advanced technologies and digital solutions, while also providing comprehensive technical guidance and maintaining strong relationships with regulatory agencies."
Toyo Engineering,Chiba,,Japan,251-500 Employees,1961,"TOYO Engineering Corporation specializes in the engineering, procurement, and construction of Floating Production, Storage and Offloading (FPSO) systems, which are essential for offshore oil and gas exploration. The company has extensive experience in the design and construction of FPSO Topsides, having successfully completed multiple projects since 2005, demonstrating its capability to enhance crude oil recovery and adapt to the unique challenges of deep-water environments."
Bluewater Energy Services,Hoofddorp,,Netherlands,501-1000 Employees,1978,"Bluewater is a specialized manufacturer and service provider of Floating Production Storage and Offloading (FPSO) vessels, offering a fleet designed to operate in challenging conditions. They also provide innovative mooring systems and solutions for both traditional and renewable energy production."
Orwell Offshore,Ipswich,,United Kingdom,11-50 Employees,2006,"Orwell Offshore specializes in the design and conversion of Floating Production Storage and Offloading (FPSO) units, having worked on over 20 different floating production systems. Their expertise includes FPSO mooring systems and comprehensive engineering services, making them a reliable partner in the Marine and Offshore industries."
Ocean Oilfield,Sharjah,,United Arab Emirates,1001-5000 Employees,1985,"Ocean Oilfield is a specialized service provider for the offshore and onshore oil and gas industry, offering a range of well intervention services and managing offshore drilling rigs and support vessels. Their commitment to safety and quality, along with a focus on expanding their fleet and service offerings, positions them as a comprehensive solution for energy sector needs."
Allseas,Châtel-Saint-Denis,,Switzerland,1001-5000 Employees,1985,"Allseas is a prominent contractor in the offshore energy market, specializing in the design and installation of subsea pipelines and structures. The company operates dynamically positioned offshore supply vessels, such as Alegria, Felicity, and Fortress, which ensure a continuous flow of line pipe to their installation vessels."
Seafox Group,Hoofddorp,,Netherlands,1001-5000 Employees,1991,"Seafox is a prominent service provider in the offshore industry, offering a range of support services that could be relevant to FPSO operations, including well testing and workover. Their fleet's capabilities for accommodation and operational support in various water depths highlight their expertise in enhancing offshore project efficiency."
Oil States Industries,Houston,,United States,1001-5000 Employees,1979,"Oil States International specializes in providing innovative solutions for the FPSO (Floating Production Storage and Offloading) and SURF (Subsea Umbilicals, Risers, and Flowlines) lifecycle. They offer comprehensive support from concept selection and installation to production and decommissioning, addressing key industry challenges with advanced technologies and integrated solutions."
"SOFEC, Inc.",Houston,,United States,251-500 Employees,2015,"SOFEC, Inc. specializes in the design and construction of advanced mooring systems for the offshore energy industry, including solutions specifically for floating production storage and offloading (FPSO) vessels. Their expertise in tower yoke mooring systems and other innovative technologies supports reliable offshore operations in extreme environments."
