name,city,state,country,employees,founded,description
Teltonika Telematics,Vilnius,,Lithuania,251-500 Employees,1998,"Teltonika Telematics offers a comprehensive range of innovative video telematics solutions and trackers that provide valuable data for authorizing drivers, preventing fuel thefts, and recovering stolen vehicles. Their commitment to meeting customer needs with IoT solutions positions them as a trusted partner in the telematics industry."
Vehiclevo GmbH,Unterschleißheim,,Germany,11-50 Employees,2016,"Vehiclevo is focused on developing cutting-edge software for automotive controllers, with a strong emphasis on telematics. Their expertise in systems like AUTOSAR, Linux, and QNX positions them as a key player in the evolving automotive market, ensuring that their solutions effectively meet the needs of car manufacturers and end customers."
MiX Telematics,Town of Florida,,United States,501-1000 Employees,1996,"MiX Telematics specializes in telematics solutions that enhance driver behavior, optimize routes, and improve fleet management. Their focus on safety and compliance helps commercial fleet operators reduce risks and increase efficiency."
Octo Telematics,Rome,,Italy,251-500 Employees,2002,"OCTO is a prominent provider of telematic services, particularly for the insurance sector, and is increasingly recognized for its solutions in Fleet Telematics and Smart Mobility. The company utilizes advanced data analytics, Artificial Intelligence, and Machine Learning to transform IoT data into actionable intelligence, thereby enhancing the quality of life and contributing to the development of Smart Cities."
IMS - Part of Trak Global Group,Waterloo,,Canada,251-500 Employees,1999,"The company, IMS, is a leading provider of mobile telematics solutions that enhance driving safety and behavior through innovative technologies. Their focus on telematics and connected insurance offers insurers new ways to promote safe driving and reduce collisions, ultimately contributing to safer roads and better outcomes for drivers."
Radius Payment Solutions,Crewe,,United Kingdom,1001-5000 Employees,1990,"Radius offers comprehensive telematics solutions that connect to over 575,000 assets, providing real-time data to enhance fleet efficiency. With a strong international reputation and a dedicated support team, Radius is committed to helping businesses manage their fleets effectively and sustainably."
Trackyou,Wrexham,,United Kingdom,51-100 Employees,2001,"UK Telematics is a major provider of telematics services, specializing in asset and vehicle tracking using GPS and GPRS technology. Their commitment to innovation and in-house development ensures they meet customer needs and UK legal requirements effectively."
Teletrac Inc.,Garden Grove,,United States,251-500 Employees,1988,"Teletrac Navman offers an AI-powered telematics platform, TN360, that enhances fleet management through GPS tracking and data optimization. Their solutions are designed to meet the evolving needs of businesses, ensuring effective tracking and decision-making."
Verizon Connect,Atlanta,,United States,1001-5000 Employees,,"Verizon Connect offers a comprehensive telematics solution that enables efficient fleet management through its intelligent, built-in platform. With a focus on integrating telematics hardware, the company provides tools to streamline operations for mixed fleets."
TRACKiT Consulting,Italy,,Italy,101-250 Employees,2000,"Targa Telematics specializes in telematics solutions, providing tailored digital platforms that enhance efficiency for mobility operators. Their offerings include insurance telematics and fleet management, utilizing advanced technologies like IoT and Big Data analysis to enable innovative business models and improve asset tracking and diagnostics."
