name,city,state,country,employees,founded,description
TASK CONSUMER PRODUCTS LIMITED,Wolverhampton,,United Kingdom,51-100 Employees,2007,"Task Consumer Products is a major player in the tissue sector, having established a strong manufacturing capacity that supports its production of toilet tissue."
Toilet Paper Man,Australia,,Australia,11-50 Employees,1998,"Toilet Paper Man specializes in providing a wide range of toilet paper products, from quality 3-ply options to 1-ply jumbo rolls, catering to various needs since 1998. Their commitment to quality and service makes them a reliable source for essential cleaning and paper products."
Elite Professional Ecuador,Guayaquil,,Ecuador,10001+ Employees,,"Elite Profesional, a brand of PROTISA ECUADOR, specializes in eco-friendly paper products, including a variety of tissue paper items. They offer high-quality toilet paper, specifically the TP JUMBO 1H BLANCA 300 MTS X 2, designed to meet stringent hygiene standards for various markets."
Kimberly-Clark Professional,Neenah,,United States,10001+ Employees,2011,"The company offers a variety of products, including commercial toilet paper, aimed at creating hygienic and safe environments. Their commitment to quality ensures that guests experience comfort while maintaining cleanliness."
Elite Professional Colombia,Bogota Capital District - Municipality,,Colombia,10001+ Employees,,"Elite Professional, a part of the CMPC group, specializes in high-quality paper products, including toilet paper. They offer tailored hygienic solutions for various sectors, ensuring that their products meet specific market needs and client budgets."
International Paper,Memphis,,United States,10001+ Employees,1898,"International Paper is a prominent global manufacturer that produces pulp for tissue products, including toilet paper. The company's commitment to sustainable practices ensures innovative and renewable fiber-based solutions."
Fine Hygienic Holding,Amman,,Jordan,1001-5000 Employees,1958,"Fine Hygienic Holding is a manufacturer of high-quality toilet tissue, utilizing innovative technologies like WetPro™ for durable, flushable options. With a commitment to hygiene and sustainability, the company meets diverse consumer needs in the hygienic paper product market."
Focus Egypt,Cairo,,Egypt,5001-10000 Employees,,"Hayat Kimya's Focus brand specializes in providing a diverse range of tissue products, including various types of toilet paper, to professional users such as hotels and hospitals. With a strong presence in the FMCG sector and a commitment to quality and innovation, Focus has established itself as a leading supplier in the market."
Essity,Stockholm,,Sweden,10001+ Employees,2017,"Essity is a leading global hygiene and health company that offers a diverse range of products, including consumer tissue, which encompasses toilet paper. Their commitment to innovative and sustainable solutions highlights the importance of hygiene and well-being for individuals throughout their lives."
Who Gives a Crap,Melbourne,,Australia,1-10 Employees,2012,"The company, Who Gives A Crap, offers eco-friendly toilet paper and proudly donates 50% of its profits to improve sanitation in the developing world. Their commitment to sustainable practices and social impact makes their toilet paper not just a bathroom essential but also a means to make a positive difference."
