name,city,state,country,employees,founded,description
Incenza,Dadri,,India,251-500 Employees,2000,"The company aims to fill the gap in the premium incense market by offering high-quality, charcoal-free incense sticks and other fragrance products. With a team of experts in manufacturing and marketing, they focus on innovation and customer satisfaction, making them a go-to destination for those seeking uplifting and positive aromas."
Incense Pro,Los Angeles,,United States,1-10 Employees,2016,"Incense Pro offers a diverse selection of incense products, including scented sticks, cones, and resin incenses, all sourced from around the world. Their commitment to quality and extensive collection makes them a top choice for those seeking aromatic products for aromatherapy and unique gifts."
Moksh Agarbatti Co,Bengaluru,,India,1001-5000 Employees,1996,"Moksh Agarbatti has been a respected name in incense stick manufacturing since 1996, offering 35 varieties that cater to diverse fragrance preferences, including fruity, floral, and woody. Their commitment to quality and personal involvement in product development ensure that each incense stick is crafted with care, making them a prominent choice for consumers seeking a rich aromatic experience."
Darshan International,Bengaluru,,India,501-1000 Employees,1987,"Darshan Incense is a prominent manufacturer of agarbatti (incense sticks) in India, offering a diverse range of high-quality fragrances that enhance the ambiance and cater to various consumer preferences. Established in 1987, the company emphasizes the purity and special qualities of its incense, making it a key player in the market."
Incense Works,Pune,,India,1-10 Employees,,"Incense.Works is a dedicated incense house in Pune that specializes in high-quality, natural incense made from unprocessed plant resins, woods, and seeds. Their offerings are rooted in ancient Ayurvedic practices, aimed at creating sacred spaces and promoting a connection to higher vibrations."
Ashleigh & Burwood Ltd,Elmbridge,,United Kingdom,11-50 Employees,1993,"Ashleigh & Burwood is a home fragrance company that offers a variety of products, including their signature Fragrance Lamps. Their dedication to high-quality scents and inspiration drawn from diverse sources suggests a rich selection that could appeal to those interested in incense."
Firmenich,Meyrin,,Switzerland,10001+ Employees,1895,"dsm-firmenich is a prominent manufacturer and innovator in fragrances, which may include incense-related products, highlighting their expertise in creating diverse scent profiles. Their commitment to sustainability and collaboration with customers suggests a focus on developing innovative aromatic solutions."
Shrinivas Sugandhalaya LLP,Mumbai,,India,501-1000 Employees,1964,"Shrinivas Sugandhalaya LLP is a prominent manufacturer and exporter of incense, known for its renowned 'SATYA SAI BABA AGARBATTI' brand. They produce a wide range of incense sticks, including the popular 'SATYA SAI BABA NAG CHAMPA AGARBATTI,' and have recently expanded their product line to include various incense-related items."
Nirmalaya,India,,India,11-50 Employees,2020,"Nirmalaya emphasizes the sacred nature of incense in Hindu mythology, highlighting its role in purifying the air and promoting positive vibrations, which can enhance meditation and puja rituals. The company is committed to providing organic and chemical-free fragrances, transforming floral waste into sustainable products that honor tradition and nurture the planet."
makesy,Irvine,,United States,51-100 Employees,2015,"Makesy offers a comprehensive incense starter kit that includes 100 joss and bamboo sticks, 100 charcoal topflow cones, and four fragrances, making it ideal for those looking to explore incense making. The kit also features essential tools and digital resources to enhance the crafting experience."
