name,city,state,country,employees,founded,description
Universal Aquaculture Singapore,Singapore,,Singapore,11-50 Employees,,"The company specializes in aquaculture, emphasizing sustainable practices and innovative techniques to enhance fish farming and aquatic resource management."
Produmar S.A,Ecuador,,Ecuador,501-1000 Employees,1982,"The company is an aquaculture organization that specializes in the responsible cultivation of tilapia and shrimp, emphasizing sustainable development and innovation."
eFishery,Bandung City,,Indonesia,251-500 Employees,2013,"Aquaculture is a rapidly growing business sector that provides efficient sources of animal protein, significantly contributing to food security. eFishery is an Aqua-Tech startup that utilizes technological advancements to create a systematic value chain for fish and shrimp farming, fostering a sustainable ecosystem that enhances global food resilience."
AquaMaof Aquaculture Technologies,Rosh HaAyin,,Israel,51-100 Employees,2010,"AquaMaof is actively advancing aquaculture through its innovative Recirculating Aquaculture System (RAS) technology, which enhances sustainability and efficiency in fish farming. Their R&D center in Israel is dedicated to developing new aquaculture techniques and supporting the production of various fish species, including a significant project in Chile for Yellowtail Kingfish."
The Aquaculture Group,Singapore,,Singapore,11-50 Employees,2020,"The Aquaculture Group is a leader in sustainable sea cucumber aquaculture, actively developing a large 250-hectare sea farm in the southern Philippines. Their efforts focus on enhancing coastal resource management and promoting environmentally sustainable practices in aquaculture."
Blue Aqua International,Singapore,,Singapore,51-100 Employees,2009,"Blue Aqua is a specialized service provider in aquaculture, offering a range of solutions including farm care, food supply, and consultancy. Their focus on sustainable farming practices and commitment to innovation aim to enhance the efficiency of food production while respecting the environment."
Mowi,Bergen,,Norway,1001-5000 Employees,1964,"Mowi is the world's largest supplier of farm-raised salmon and a leading seafood company, highlighting its significant role in aquaculture. With a harvest volume of 475,000 tonnes in 2023, Mowi holds a 20% global market share and is recognized for its sustainable practices in seafood production."
De Heus Myanmar Ltd,Yangon,,Myanmar,10001+ Employees,,"De Heus Animal Nutrition is a prominent supplier of high-quality feeds for aquaculture species, providing not only feed but also on-farm advice on water quality, farm management, and health issues to enhance production efficiency."
AKVA group,Bryne,,Norway,501-1000 Employees,1974,"The AKVA group is a leading global supplier of solutions and services for aquaculture, offering everything from individual components to complete projects. With over 45 years of experience, they specialize in both plastic and steel pens, positioning themselves as a key player in the aquaculture industry."
Cooke Aquaculture Scotland,Bellshill,,United Kingdom,251-500 Employees,2014,"Cooke Aquaculture Scotland is a prominent player in the aquaculture industry, specializing in the production of both conventional and organic Atlantic salmon. With operations in key seawater and freshwater locations, the company emphasizes high-quality seafood production while prioritizing safety and environmental sustainability."
