name,city,state,country,employees,founded,description
IIFL Wealth Management,Mumbai,,India,1001-5000 Employees,2005,"360 ONE Wealth specializes in estate planning, ensuring that the wealth earner's estate is efficiently passed on to beneficiaries, thereby securing the family's future for generations. Their comprehensive financial services include trustee services and a commitment to placing clients' interests first."
Trust & Will,San Diego,,United States,11-50 Employees,2017,"Trust & Will is a leading online estate planning company that simplifies the process of creating and settling estate plans, ensuring it is easy, affordable, and inclusive. Their team of experts is available to assist clients, reinforcing their commitment to helping families secure their futures and preserve their legacies."
Estate Planning Solutions,United States,,United States,11-50 Employees,,"Estate Planning Solutions specializes in all aspects of family and asset protection, focusing on understanding your desired outcomes and the actions that can be taken to achieve them."
Financial Engines,Sunnyvale,,United States,501-1000 Employees,1996,"Financial Engines provides proactive estate planning services that go beyond the basics, offering guidance on wills and estate planning to help individuals preserve their wealth and leave a lasting legacy. Their integrated approach to wealth management ensures that clients receive comprehensive support in both retirement and estate planning."
Danyi Law P.C.,Bethlehem,,United States,1-10 Employees,,"The company has extensive experience in estate law and related areas such as tax, real estate, insurance, and finance, making it well-equipped to assist with estate planning."
E-State Planner,Canada,,Canada,11-50 Employees,2017,"eState Planner is a specialized cloud-based software solution for lawyers that streamlines estate planning and document generation. It automates tasks like probate tax management, allowing legal professionals to efficiently draft wills and powers of attorney, ultimately enhancing productivity and client experiences."
Law Office of James Burns,Aliso Viejo,,United States,11-50 Employees,2000,"The company specializes in comprehensive estate planning and has crafted over 6,000 estate plans, ensuring an effective and efficient planning process for clients. Their expertise includes asset protection, retirement planning, and elder law, addressing common issues that disrupt estate plans."
Estate Planning Legal Services PC,Troy,,United States,1-10 Employees,2003,"Estate Planning Legal Services, PC specializes in estate planning, offering comprehensive packages that include trust administration, probate, and tax planning. Their attorneys focus on simplifying the legacy planning process to ensure clients' financial security and the protection of their assets for future generations."
St. James's Place – Asia,Singapore,,Singapore,1001-5000 Employees,1991,"SJP specializes in estate planning and family protection, offering tailored solutions to help clients manage their wealth and secure their legacies. With a focus on personalized guidance, SJP partners with clients to navigate their financial choices effectively."
Kata Law PLLC,United States,,United States,1-10 Employees,,"Kata Law PLLC specializes in estate planning, providing tailored solutions for wills, trusts, and probate to help clients effectively manage their assets and protect their loved ones from legal disputes."
