name,city,state,country,employees,founded,description
TAP Maintenance & Engineering,Lisbon,,Portugal,1001-5000 Employees,,"TAP Maintenance & Engineering is a prominent MRO organization that specializes in aircraft maintenance, offering a wide range of services for various aircraft fleets, including Airbus and Boeing. With a strong focus on engine services and certifications under major regulatory standards, the company is well-equipped to provide reliable maintenance solutions."
Air Works Group,Gurugram,,India,1001-5000 Employees,1951,"Air Works is a prominent aviation services provider in India, specializing in maintenance, repair, and overhaul (MRO) for various aircraft, including general aviation and commercial jets like the Airbus A320 and Boeing B737. With a comprehensive range of services, Air Works ensures high standards of aircraft maintenance and management."
Dublin Aerospace,Dublin,,Ireland,251-500 Employees,2009,"Dublin Aerospace is a key player in the aerospace maintenance, repair, and overhaul (MRO) market, offering specialized services for various aircraft, including the Boeing B737 and Airbus A320/A330 families. With a robust maintenance facility and additional capabilities for APU and landing gear overhauls, the company ensures high-quality support for airlines."
Asian Aerospace,Philippines,,Philippines,51-100 Employees,,"Asian Aerospace is a prominent player in the aviation sector, providing comprehensive Aircraft Maintenance, Repair, and Overhaul (MRO) services. With a team of skilled experts, the company ensures high-quality maintenance support for aircraft."
BCT Aviation Maintenance,United Kingdom,,United Kingdom,51-100 Employees,1996,"BCT Aviation Maintenance is a specialized service provider offering comprehensive aviation maintenance solutions, including Line and Base Maintenance, with over 20 years of experience. The company is EASA/UK CAA approved and capable of servicing various aircraft types from major manufacturers."
TOOLBOX SERVICES MRO,Bogota Capital District - Municipality,,Colombia,51-100 Employees,2021,"The company specializes in aircraft maintenance, offering high-quality solutions that ensure compliance, reliability, and cost-effectiveness for airlines seeking to outsource their maintenance activities."
IMP Aerospace & Defence,Enfield,,Canada,1001-5000 Employees,1967,"IMP Aerospace & Defence specializes in comprehensive maintenance, repair, and overhaul (MRO) services for both military and civilian aircraft, drawing on over sixty years of experience and a skilled workforce. Their commitment to high operability and innovative solutions ensures that they effectively meet the diverse maintenance needs of their clients."
AIROD Aerospace Technology,Shah Alam,,Malaysia,251-500 Employees,2012,"AIROD Aerospace Technology (AAe) is a specialized provider of Maintenance, Repair, and Overhaul (MRO) services for aviation and aerospace, offering a wide range of airframe maintenance services and holding FAA and EASA 145 certifications. Their capabilities include maintenance for various aircraft types, ensuring quality service and fast turnaround times."
PANAVIATIC Maintenance,Tallinn,,Estonia,11-50 Employees,2010,"The company specializes in the maintenance, repair, and overhaul of Bombardier and Hawker aircraft models, providing line and base services for various series. They are certified under EASA Part 145, ensuring compliance with European aviation safety standards."
Smart Aviation Maintenance Solutions,Mississauga,,Canada,51-100 Employees,2020,"Smart Aviation Maintenance Solutions specializes in aircraft maintenance, offering a comprehensive range of heavy maintenance services for commercial aircraft. With over 30 years of experience, their team of skilled Aircraft Maintenance Engineers ensures efficient and knowledgeable support, from line maintenance to interior refurbishment."
