name,city,state,country,employees,founded,description
Soilfix Limited,Bristol,,United Kingdom,11-50 Employees,2004,"Soilfix is a specialized provider of soil and groundwater remediation services, employing sustainable and innovative techniques to effectively address contamination. With a strong commitment to safety and regulatory compliance, Soilfix manages the entire remediation process, from assessment to final verification, ensuring projects meet client objectives and industry standards."
Blue World Construction Inc.,Florham Park,,United States,11-50 Employees,2012,"Blue World Construction, Inc. specializes in soil remediation, offering a comprehensive range of services including contaminant removal, in situ remediation, and soil amendment technology. Their experienced team has successfully handled projects involving various contaminants, ensuring effective and innovative solutions for site-specific challenges."
Nelson Environmental Remediation,City of Spruce Grove,,Canada,101-250 Employees,1992,"NELSON Environmental Remediation, Ltd. specializes in the remediation of contaminated soils, utilizing advanced thermal treatment technology to effectively address hydrocarbon and organic compound contamination. With extensive experience and a comprehensive range of services, NELSON ensures the safe and efficient restoration of soil for beneficial re-use, minimizing environmental liabilities associated with contaminated materials."
Clean Harbors,Norwell,,United States,10001+ Employees,1980,"Clean Harbors specializes in large-scale, complex soil remediation and environmental cleanup projects, offering comprehensive on-site services to meet regulatory cleanup requirements. Their expertise includes various remediation techniques, making them well-equipped to address diverse soil contamination issues."
Remedial Construction Services (RECON),Houston,,United States,501-1000 Employees,1989,"RECON specializes in environmental remediation, including soil remediation and stabilization. With over 6,000 completed projects since 1989, the company offers comprehensive services to address complex environmental challenges."
XDD Environmental,Stratham,,United States,11-50 Employees,1997,"XDD, LLC is an environmental consulting and engineering firm that specializes in soil remediation through various advanced techniques, including in situ chemical oxidation (ISCO) and enhanced bioremediation. With a comprehensive range of services and a team of experts, XDD is well-equipped to design and implement effective remediation strategies tailored to complex site conditions."
Dams Streams and Wetlands,Groveport,,United States,11-50 Employees,2011,"The Environmental Remediation Contractor specializes in soil remediation, offering services for both hazardous and non-hazardous waste. Their expertise includes techniques such as soil vapor extraction and in-situ soil mixing to treat contaminated soil effectively."
SCS Engineers,Long Beach,,United States,501-1000 Employees,1970,"SCS Engineers specializes in soil remediation, offering comprehensive management plans for contaminated soils and other media. Their expertise includes in-situ and ex-situ bioremediation, excavation, and the construction of systems to control and treat contaminated groundwater and soil vapors."
McMahon Services,Adelaide,,Australia,1001-5000 Employees,1990,"McMahon Services is a prominent environmental remediation contractor that specializes in treating contaminated soil and groundwater, making it highly relevant for soil remediation needs. Their expertise includes various advanced techniques for soil treatment, such as bioremediation and chemical stabilization, ensuring effective and safe rehabilitation of affected sites."
"Environmental Quality Management, Inc.",Cincinnati,,United States,251-500 Employees,1990,"Environmental Quality Management, Inc. (EQM) specializes in soil remediation through its comprehensive services that include soil excavation, sediment removal, and ecosystem restoration. With extensive experience in reclaiming complex mine sites, EQM is equipped to protect human health and the environment."
