name,city,state,country,employees,founded,description
Furlenco,Bengaluru,,India,251-500 Employees,2012,"Furlenco offers a wide range of designer furniture for both rental and purchase, providing comfort and style at affordable prices. Customers can easily buy or rent furniture online, with the flexibility to return or sell it back at any time."
Worldwide Homefurnishings Inc,Vaughan,,Canada,11-50 Employees,1988,"The company has a long-standing furniture business that focuses on providing high-quality, affordable furniture and maintaining strong relationships with dealers. Their product range includes dining sets, bedrooms, coffee tables, ottomans, benches, and chairs, emphasizing value and quality."
Stylecraft,Sydney,,Australia,51-100 Employees,1953,"The company has been a trusted provider of the world's finest contemporary furniture and lighting for 70 years, emphasizing quality manufacturing and collaboration with the global design community. Their commitment to contemporary design and professional service makes them a key player in the furniture industry."
Empire Office,New York,,United States,501-1000 Employees,1946,"Empire Office Furniture is a prominent manufacturer and service provider of commercial furniture solutions, boasting over 79 years of experience and being the largest Steelcase dealer in the U.S. They offer a wide range of services including furniture procurement, design, delivery, and installation, making them a key player in the furniture industry."
Ethan Allen,Danbury,,United States,1001-5000 Employees,1932,"Ethan Allen offers custom furniture and home decor, highlighting a commitment to American craftsmanship and environmentally responsible manufacturing. Their current promotion includes significant savings on designer floor samples."
Sunon Furniture,Hangzhou City,,China,1001-5000 Employees,1991,"The company specializes in the commercial and modern office furniture industry, focusing on innovative solutions to enhance workplace environments and meet customer needs."
Sauder Woodworking Co.,Archbold,,United States,1001-5000 Employees,1934,"Sauder Woodworking Co. is a prominent manufacturer of ready-to-assemble furniture, offering over 40 collections designed for various home settings, including entertainment and storage solutions. Their product range includes upholstered items like couches and sofas."
Fantastic Furniture,Sydney,,Australia,251-500 Employees,1989,"Fantastic Furniture offers a wide range of furniture to suit every style and budget, making it easy to create a home you love. With over 80 stores across Australia and a commitment to value, they provide both online ordering and collection options."
OpenSquare,Seattle,,United States,251-500 Employees,2013,"OpenSquare enhances organizational spaces through a comprehensive approach that includes furniture, design, and technology services, ensuring that environments promote collaboration and productivity."
Aima Interiors UK Limited,London,,United Kingdom,51-100 Employees,2017,"AIMA Interiors is a specialized furniture supplier that manufactures, supplies, and installs bespoke furniture, ensuring compliance with technical specifications and environmental legislation. They emphasize flexibility and collaboration with clients, making them a reliable choice for customized furniture solutions."
