name,city,state,country,employees,founded,description
ROUSSEL FRERES PRECISION MECANIQUE,Villers-sur-Port,,France,51-100 Employees,1974,ROUSSEL FRERES PRECISION MECANIQUE specializes in precision mechanical solutions and offers cylindrical grinding among its advanced services.
UNITED GRINDING North America,Miamisburg,,United States,101-250 Employees,1984,"UNITED GRINDING North America, Inc. is a key player in the cylindrical grinding market, offering a range of products and services that support the entire lifecycle of CNC grinding machines. Their BLOHM and JUNG grinding machines are developed and manufactured to high quality standards, ensuring reliable performance for various grinding applications."
eMAG,Cologne,,Germany,1001-5000 Employees,1867,"The EMAG Group offers a comprehensive range of manufacturing systems that include cylindrical grinding technology from CNC-Technik Weiss GmbH, highlighting their capability in precision machining."
Precision Grindings,Thane,,India,1-10 Employees,2017,"Precision Grindings is a leading cylindrical grinding service provider in India, offering a range of services including OD Grinding and Internal Grinding. With dedicated facilities and experienced staff, they ensure precision and efficiency, helping customers reduce production costs."
NDE Clarke Pitchline Ltd,Coventry,,United Kingdom,11-50 Employees,1969,"NDE Clarke Pitchline Ltd specializes in mechanical power transmission solutions and offers advanced manufacturing capabilities, including cylindrical grinding. Their expertise ensures high-quality, bespoke solutions for various industries."
Minnesota Grinding Inc,Crystal,,United States,11-50 Employees,1959,"Minnesota Grinding, Inc. specializes in various cylindrical grinding techniques, including ID grinding, OD grinding, internal grinding, and CNC cylindrical grinding, ensuring precision and tight tolerances. Their reputation for quality precision grinding services positions them well to meet unique customer needs in this area."
Superior Die Set Corporation,Oak Creek,,United States,251-500 Employees,1923,"Superior Die Set Corporation offers cylindrical grinding and machining services, emphasizing their commitment to quality and efficiency in production."
Palmary Machinery Company Limited,Taichung,,Taiwan,,,"PALMARY specializes in high precision cylindrical grinding machines, including CNC models that offer exceptional structural rigidity and operational flexibility, making them ideal for various grinding operations."
"Radiac Abrasives, A TYROLIT Company",Salem,,United States,251-500 Employees,,"Radiac is a prominent manufacturer of grinding tools, specializing in external cylindrical grinding, which is crucial for the automotive, aerospace, and cutting tool industries. Their precision-built products and innovative solutions address the growing demands for high-quality and efficient grinding applications."
Hard Chrome Specialists,York,,United States,11-50 Employees,,"HCS specializes in cylindrical grinding services, emphasizing precision and quality to meet technical and economic demands. With a focus on both prototype and production runs, they offer in-house grinding and plating solutions, ensuring quick turnaround times and exceptional customer service."
