name,city,state,country,employees,founded,description
Graphic Packaging,Atlanta,,United States,10001+ Employees,1978,"Graphic Packaging International specializes in producing paper-based packaging, including custom packaging solutions and folding cartons. With a focus on renewable and recyclable materials, they cater to prominent brands in the food and beverage industry, emphasizing innovative designs that enhance brand loyalty and environmental sustainability."
WestRock,Norcross,,United States,10001+ Employees,1953,"WestRock specializes in sustainable, fiber-based packaging solutions and has recently partnered with Swiss Chalet to introduce recyclable paperboard packaging, aligning with their commitment to sustainability. Their Fold-Pak® folding carton foodservice containers offer an effective and eco-friendly option for takeout and leftovers."
MM Packaging,Vienna,,Austria,5001-10000 Employees,1898,MM Packaging offers paper bags as flexible and sustainable packaging solutions that meet high standards of hygiene and safety.
Macfarlane Packaging,Coventry,,United Kingdom,251-500 Employees,1949,Macfarlane Packaging offers a wide range of paper packaging products designed to protect goods while enhancing sustainability. Their experts are available to assist businesses in improving efficiency and reducing costs through effective paper packing techniques.
International Paper,Memphis,,United States,10001+ Employees,1898,"International Paper is a leading producer of fiber-based products, including packaging solutions that protect and promote goods. The company emphasizes its commitment to renewable resources and circular solutions, which align with the growing demand for sustainable paper packaging."
Atlantic Packaging Products Ltd,Canada,,Canada,1001-5000 Employees,1945,"Atlantic Packaging Products specializes in innovative and sustainable packaging solutions, including paper bag products. Their commitment to eco-conscious practices positions them as a leader in the sustainable packaging industry."
Twin Rivers Paper Company,Caribou,,United States,1001-5000 Employees,,"The company produces innovative packaging solutions, including specialized packaging papers for consumer food service products. Their portfolio emphasizes sustainability and functionality, featuring alternative barrier products and fiber options."
Premier Packaging LLC,Louisville,,United States,1001-5000 Employees,1994,"Premier Packaging specializes in innovative packaging solutions, offering a diverse range of products including custom boxes that are relevant for various industries such as eCommerce and food packaging. The company is also committed to sustainability, providing eco-friendly packaging options."
Winfried Wirth,Endingen,,Germany,10001+ Employees,1940,"The company is dedicated to being a leading supplier of sustainable packaging solutions, highlighting its use of corrugated cardboard, which aligns with the growing demand for eco-friendly paper packaging. Their focus on innovation and quality in packaging not only enhances transport and storage efficiency but also boosts retail presentation and sales for customers."
paper tube,Minhang District,,China,1001-5000 Employees,1986,"Forests Packaging Group specializes in pulp and paper production, highlighting its role as a prominent manufacturer and exporter of paper packaging. The company offers customized products and emphasizes high-quality printing and lamination processes, ensuring top-grade packaging solutions."
