name,city,state,country,employees,founded,description
The Tooth Corner,Mississauga,,Canada,501-1000 Employees,2005,"The company offers professional teeth whitening services at its over 35 dental offices across Ontario, utilizing both in-office and at-home treatments to effectively lighten stains and discoloration. Their expert dentists provide personalized care and convenient payment plans, ensuring patients can achieve a brighter smile that boosts self-confidence."
Global Whitening,Los Angeles,,United States,51-100 Employees,2012,"Global Whitening specializes in high-quality teeth whitening treatments and products, providing both in-office and at-home options that promise remarkable results. They focus on affordability and customer loyalty, offering savings on repeat treatments to ensure everyone can achieve a brighter smile."
Genix Healthcare,Preston,,United Kingdom,251-500 Employees,2005,"Genix Healthcare offers professional teeth whitening services as part of their cosmetic dentistry treatments. Their approach includes customized mouthguards and bleaching gels for at-home use, as well as in-office laser whitening for more immediate results."
SmileDirectClub,Nashville,,United States,1001-5000 Employees,2013,"Access Dental Lab specializes in teeth whitening products, offering a Premium Teeth Whitening Kit that includes LED light technology and enamel-safe whitening agents used by dentists. Their system is designed for sensitivity-free whitening, allowing users to achieve noticeable results in just one week."
Smile Labs PDX,Portland,,United States,1-10 Employees,2016,"Smile Labs PDX specializes in professional cosmetic teeth whitening, offering advanced techniques like in-office and laser treatments that can significantly whiten teeth in just one 15-minute session. Their use of professional-grade LED lights not only enhances results but also minimizes sensitivity."
Dental Depot,United States,,United States,501-1000 Employees,1978,"Dental Depot offers professional teeth whitening treatments designed to enhance your smile, making it up to 10 shades brighter. They provide both take-home whitening kits and in-office treatments for fast, effective results, utilizing advanced techniques to ensure safety and effectiveness."
HiSmile,Gold Coast City,,Australia,101-250 Employees,2014,"The company specializes in innovative, peroxide-free teeth whitening products, with its PAP+ Teeth Whitening Kit showing impressive results in clinical trials. Their commitment to safety and effectiveness ensures a professional-level whitening experience that can be achieved at home in just 10 minutes."
West Coast Dental Services,Los Angeles,,United States,501-1000 Employees,1991,"West Coast Dental offers professional teeth whitening services, including both in-office and at-home options, designed to provide more dramatic and noticeable results compared to over-the-counter products. Their treatments are supervised by dental professionals to ensure safety and comfort, minimizing sensitivity and protecting gums during the whitening process."
Dentist Local UK,London,,United Kingdom,1-10 Employees,,"Dentist Local, UK offers safe and effective tooth whitening services, combining in-surgery and home treatments for a competitive price of £400.00. Their approach ensures long-lasting results and emphasizes the non-invasive nature of the procedure, making it a compelling option for those seeking a brighter smile."
Naturawhite,City of Edinburgh,,United Kingdom,11-50 Employees,2002,"Naturawhite is a leading UK manufacturer of cosmetic teeth whitening products, offering a range of professional kits and gels for both personal and business use. With nearly 20 years of experience, they provide comprehensive packages for those interested in starting a teeth whitening business, including training and marketing support."
