name,city,state,country,employees,founded,description
Bata,Gazipur,,Bangladesh,1001-5000 Employees,1962,"Bata offers a diverse range of stylish and comfortable footwear, including a selection of heeled sandals and the Weinbrenner PORTO Belt Sandal, designed to complement both everyday and ethnic wear."
Paragon Footwear,Bengaluru,,India,10001+ Employees,1975,"Paragon is a prominent footwear manufacturer in India, known for its diverse range of sandals, including the stylish and comfortable K6016L women's sandals, perfect for both casual and formal occasions. With a strong focus on quality and design, Paragon ensures that its sandals not only elevate your outfit but also provide exceptional comfort."
Brighton Collectibles,El Monte,,United States,1001-5000 Employees,,"Brighton offers a stylish range of sandals, including the Fionna Sandals from their Interlok Collection, which features intricate hand-lacing and a modern design."
Scholl Shoes,Milan,,Italy,251-500 Employees,,"The company, Scholl, specializes in creating comfortable and stylish footwear, including sandals, utilizing the best natural materials and innovative technologies. Their commitment to sustainability and over 100 years of experience in design and comfort make their sandal offerings particularly noteworthy."
Summit Footwear,Invermere,,Canada,1-10 Employees,2008,"Summit Footwear specializes in providing a curated selection of high-quality footwear, including sandals, that emphasize comfort, design, and craftsmanship for the whole family."
Walkaroo International Private Limited,Coimbatore,,India,5001-10000 Employees,2014,"Walkaroo offers a stylish and comfortable option with their Women's Daily Wear Sandals - WE2362 Green Beige. Designed for easy wear and all-day support, these sandals combine fashion and functionality, making them ideal for various occasions."
ECS,Pakistan,,Pakistan,1001-5000 Employees,1954,"Ehsan Chappal Store (Pvt.) Limited (ECS) offers a variety of footwear, including glittery kids' sandals designed for durability and anti-slip qualities. These stylish sandals are perfect for adding a touch of sparkle to any outfit."
Kenneth Cole Productions,New York,,United States,1001-5000 Employees,1982,"Kenneth Cole Productions, Inc. offers a stylish Spring Jewel Sandal, featuring a wide scalloped strap adorned with sparkling jewels, a cushioned insole for comfort, and a rubber grip sole for stability. This women's flat sandal combines effortless style with practicality, making it a perfect choice for fashionable summer wear."
WP Lavori in Corso,Bologna,,Italy,51-100 Employees,1982,"WP Lavori in Corso, a distributor in the fashion industry, features a diverse portfolio of brands, including Barbour, which offers stylish sandals."
urbansole,Lahore,,Pakistan,501-1000 Employees,2005,"Urbansole offers a variety of stylish and comfortable women's sandals, including the trendy SANDAL US-VC-3303, expertly crafted with a PU sole for unbeatable comfort and anti-skid protection. The company's commitment to quality and innovation ensures that their footwear is both fashionable and practical."
