name,city,state,country,employees,founded,description
Metal Roofing & Siding Experts,Sherwood Park,,Canada,51-100 Employees,2010,"Metal Roofing & Siding Experts is a leading supplier and manufacturer of high-quality metal roofing and siding products for various applications, including residential, commercial, agricultural, and industrial buildings. They emphasize expert advice and exceptional customer service, ensuring that clients receive the best solutions for their metal roofing projects."
Roofmart,Brampton,,Canada,501-1000 Employees,1957,"Roofmart is a leading roofing and siding materials distributor in Canada, with over 60 years of experience. They offer a wide selection of products, including metal roofing, catering to homeowners, contractors, and builders."
Metal Roofing Systems Inc.,Stanley,,United States,51-100 Employees,2001,"Metal Roofing Systems is a prominent manufacturer of durable metal roofing products for both commercial and residential uses. They offer a variety of metal panels and components, ensuring high quality and compliance with project specifications."
Metal Sales,Louisville,,United States,501-1000 Employees,1963,"Metal Sales Manufacturing Corporation is the nation's largest manufacturer of metal roofing, wall, and building systems, providing high-quality, customized metal roofing products. With a strong warranty and commitment to affordability, they ensure that customers receive exceptional value in their metal roofing needs."
All Metal Roofing Ltd,Epping Forest,,United Kingdom,11-50 Employees,2003,"All Metal Roofing is a specialist contractor that focuses on hard metal roofing and cladding for both commercial and residential properties, highlighting their expertise in this area."
Western States Metal Roofing,Phoenix,,United States,51-100 Employees,1996,"Western States Metal Roofing is a leading manufacturer of metal roofing and siding panels, offering a diverse selection of products, including corrugated and standing seam options. They specialize in unique finishes that mimic the appearance of aged materials, providing innovative solutions for various architectural needs."
MBCI,Houston,,United States,501-1000 Employees,1976,"MBCI is a leading manufacturer of metal roofing and wall panels, offering over 90 different metal roof profiles suitable for various markets, including agricultural, residential, and healthcare. Their commitment to quality and timely delivery makes them a trusted partner for metal building projects of any scope."
BASE METAL ROOFING LTD,Glasgow,,United Kingdom,11-50 Employees,2014,"The company emphasizes the quality of its metal roofing work, highlighting the use of traditional materials combined with modern techniques to ensure a long-lasting and low-maintenance result. They offer a range of services and provide expert assistance throughout the project."
Englert Inc,Perth Amboy,,United States,251-500 Employees,1966,"Englert is a leading manufacturer of metal roofing, known for its innovative products and exceptional customer service. With over 50 years of experience, Englert offers top-quality metal roofing systems, including unique ULTRA-Cool™ low gloss coatings that set industry standards."
Excel Metal Roofing LLC,Versailles,,United States,11-50 Employees,1999,"Excel Metal Roofing LLC specializes in metal roofing, offering high-quality installation services and metal fabrication since 1999. The company is committed to quality workmanship and addresses roofing issues that affect structural integrity."
